"acc-phys/9512001","George Parzen","G. Parzen (Brookhaven National Laboratory)","Particle Motion in the Stable Region Near an Edge of a Linear
  Half-Integer Stopband","16 pages, gzipped texsis paper",,,"BNL-62036","acc-phys physics.acc-ph",,"  This paper studies the motion of a particle whose tune is inside and near a
linear half-integer stopband. Results are found for the tune and beta functions
in the stable region close to an edge of the stopband. It is shown that the
eigenvalues and the eigenfunctions of the transfer matrix are real inside the
stopband. All the results found are also valid for small accelerators where the
large accelerator approximation is not used.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 15:44:01 GMT""},{""version"":""v2"",""created"":""Fri, 8 Dec 1995 15:18:45 GMT""}]","2008-02-03"
"gr-qc/9512014","Vladimir Dzhunushaliev","V.D. Dzhunushaliev","Kolmogorov Algorithmic Complexity and its Probability Interpretation in
  Quantum Gravity","11 pages, REVTEX, some corrections in text","Class.Quant.Grav. 15 (1998) 603","10.1088/0264-9381/15/3/011",,"gr-qc",,"  The quantum gravity has great difficulties with application of the
probability notion. In given article this problem is analyzed according to
algorithmic viewpoint. According to A.N. Kolmogorov, the probability notion can
be connected with algorithmic complexity of given object. The paper proposes an
interpretation of quantum gravity, according to which an appearance of
something corresponds to its Kolmogorov's algorithmic complexity. By this
viewpoint the following questions are considered: the quantum transition with
supplementary coordinates splitting off, the algorithmic complexity of the
Schwarzschild black hole is estimated, the redefinition of the Feynman path
integral, the quantum birth of the Euclidean Universe with the following
changing of the metric signature.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 03:41:39 GMT""},{""version"":""v2"",""created"":""Wed, 16 Apr 1997 02:58:09 GMT""}]","2009-10-28"
"hep-ex/9512004","Lee Sawyer","S. Abachi, et al. (D0 Collaboration)","Search for $\widetilde{W}_1\widetilde{Z}_2$ Production via Trilepton
  Final States in $p\bar{p}$ collisions at $\sqrt{s}=1.8$ TeV","17 pages (13 + 1 page table + 3 pages figures). 3 PostScript figures
  will follow in a UUEncoded, gzip'd, tar file. Text in LaTex format. Submitted
  to Physical Review Letters. Replace comments - Had to resumbmit version with
  EPSF directives","Phys.Rev.Lett.76:2228-2233,1996","10.1103/PhysRevLett.76.2228","FERMILAB Pub-95/385-E","hep-ex",,"  We have searched for associated production of the lightest chargino,
$\widetilde{W}_1$, and next-to-lightest neutralino, $\widetilde{Z}_2$, of the
Minimal Supersymmetric Standard Model in $p\bar{p}$ collisions at
\mbox{$\sqrt{s}$ = 1.8 TeV} using the \D0 detector at the Fermilab Tevatron
collider. Data corresponding to an integrated luminosity of 12.5$\pm 0.7$ \ipb
were examined for events containing three isolated leptons. No evidence for
$\widetilde{W}_1\widetilde{Z}_2$ pair production was found. Limits on
$\sigma(\widetilde{W}_1\widetilde{Z}_2)$Br$(\widetilde{W}_1\to
l\nu\widetilde{Z}_1)$Br$(\widetilde{Z}_2\to l\bar{l}\widetilde{Z}_1)$ are
presented.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 20:58:05 GMT""},{""version"":""v2"",""created"":""Thu, 7 Dec 1995 15:55:10 GMT""}]","2008-11-26"
"hep-ex/9512005",,"Paolo Franzini, (Universit\`a di Roma I, la Sapienza, Piazzale A. Moro
  2, I-00185, Roma.)","CP and Rare Decays","21 pages, 8 eps figures included. Standard TeX file, macro files
  included. Files are tar-compressed and uuencoded (lp95.uu). Invited Talk at
  the XVII International Symposium on Lepton-Photon Interactions, August 10-15,
  1995, Beijing, China. To be Published in the Proceedings",,,"LNF-95/054 (P)","hep-ex",,"  $CP$ violation experiments, new measurements of the parameters of the neutral
\K\ system and searches for rare decays are summarized. Perspectives for the
near future are presented.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 09:50:42 GMT""}]","2007-05-23"
"hep-lat/9512010","Matteo Beccaria","B. Alles, M. Beccaria and F. Farchioni","Testing the heating method with perturbation theory","15 pages, LaTeX file, needs RevTeX style. Tarred, gzipped, uuencoded","Phys.Rev. D54 (1996) 1044-1049","10.1103/PhysRevD.54.1044","IFUP-TH 69/95","hep-lat",,"  The renormalization constants present in the lattice evaluation of the
topological susceptibility can be non-perturbatively calculated by using the
so-called heating method. We test this method for the $O(3)$ non-linear
$\sigma$-model in two dimensions. We work in a regime where perturbative
calculations are exact and useful to check the values obtained from the heating
method. The result of the test is positive and it clarifies some features
concerning the method. Our procedure also allows a rather accurate
determination of the first perturbative coefficients.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 12:01:38 GMT""}]","2009-10-28"
"hep-ph/9512248","Ed Stoeffhaas","J.F. Amundson, O.J.P. E'boli, E.M. Gregores and F. Halzen","Colorless States in Perturbative QCD: Charmonium and Rapidity Gaps","14 pages, plain Latex, 9 postscript figures included. Uses epsf.sty.
  Postscript file of paper with figures also available at
  http://phenom.physics.wisc.edu/pub/preprints/1995/madph-95-919.ps.Z or at
  ftp://phenom.physics.wisc.edu/pub/preprints/1995/madph-95-919.ps.Z","Phys.Lett.B372:127-132,1996","10.1016/0370-2693(96)00035-4","MADPH-95-919","hep-ph",,"  We point out that an unorthodox way to describe the production of rapidity
gaps in deep inelastic scattering, recently proposed by Buchm\""uller and
Hebecker, suggests a description of the production of heavy quark bound states
which is in agreement with data. The approach questions the conventional
treatment of the color quantum number in perturbative QCD.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 17:35:09 GMT""}]","2008-11-26"
"hep-ph/9512249",,"Robert J. Oakes","Hyperfine Splittings in Heavy Quarkonia From a New Improved Spin
  Dependent Potential","8 Pages, Latex File",,,"NUHEP-TH-95-14","hep-ph",,"  A formula for an improved spin--dependent potential between a heavy quark and
a heavy antiquark was developed using Heavy Quark Effective Theory techniques.
The leading logarithmic quark mass terms emerging from loop contributions were
explicitly extracted and summed up. There is no renormalization scale
dependence in this new formula and it includes both the Eichten--Feinberg
formula as well as the one--loop QCD result as special cases. The hyperfine
splittings were calculated using the spin--spin part of this improved formula.
For charmonium the $J/\psi$-$\eta_c$ $S$-wave splitting agrees well with the
data while the energy difference $\Delta M_P$ between the center of gravity of
the $1^3P_{0,1,2}$ states and the $1^1P_1$ state has the correct sign but is
somewhat larger than the experimental value; however, there are also several
other contributions to $\Delta M_P$ of comparable magnitude ($\sim 1$ MeV),
which we discuss. The corresponding mass differences for the $b\bar{b}$ and
$b\bar{c}$ mesons are also predicted.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 21:11:07 GMT""}]","2007-05-23"
"hep-ph/9512250","Gordon Ramsey","M. Goshtasbpour (Center for Theoretical Physics and Mathematics, AEOI
  and Department of Physics, Shahid Beheshti University, Tehran, Iran) and
  Gordon P. Ramsey (Physics Department, Loyola University Chicago and High
  Energy Physics Division, Argonne National Laboratory)","What We Can Learn About Nucleon Spin Structure From Recent Data","23 pages","Phys.Rev. D55 (1997) 1244-1252","10.1103/PhysRevD.55.1244","ANL-HEP-PR-94-90","hep-ph",,"  We have used recent polarized deep-inelastic scattering data from CERN and
SLAC to extract information about nucleon spin structure. We find that the SMC
proton data, the E142 neutron data and the deuteron data from SMC and E143 give
different results for fractions of the spin carried by each of the
constituents. These appear to lead to two different and incompatible models for
the polarized strange sea. The polarized gluon distribution occuring in the
gluon anomaly does not have to be large in order to be consistent with either
set of experimental data. However, it appears that the discrepancies in the
implications of these data cannot be resolved with any simple theoretical
arguments. We conclude that more experiments must be performed in order to
adequately determine the fraction of spin carried by each of the nucleon
constituents.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 22:19:20 GMT""}]","2009-10-28"
"hep-ph/9512251",,"Tadashi Yoshikawa","The Effects of a Vector-like Doublet as the Fourth Generation to $R_b$","16pages, Latex, uses epic.sty and eepic.sty","Prog.Theor.Phys.96:269-274,1996","10.1143/PTP.96.269","HUPD-9528","hep-ph",,"  We study the effects of a vector-like SU(2) doublet quarks as the fourth
generation on $R_b$ and $R_c$. By considering the constraint from the
experimental data of forward-backward asymmetry, $A_{FB}^b$ and $A_{FB}^c$,as
well as FCNC among light quarks, we show that there is an allowed region of
parameters for $R_b$ but not for $R_c$.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 08:54:37 GMT""}]","2011-01-25"
"hep-ph/9512252","Nicolas Pott","Nicolas Pott","Bremsstrahlung corrections to the decay $b \to s \gamma$","23 pages, LaTeX, uses epsf.sty and rotate.sty. 4 figures (uuencoded
  postscript) appended as seperate file. A complete postscript version may be
  obtained from URL
  ftp://feynman.t30.physik.tu-muenchen.de/pub/preprints/tum-93-95.ps.gz Final
  version as to appear in Physical Review D. Some minor errors corrected,
  without changes in the numerical results. One reference added","Phys.Rev. D54 (1996) 938-948","10.1103/PhysRevD.54.938","TUM-T31-93/95","hep-ph",,"  We calculate the O($\alpha_s$) gluon Bremsstrahlung corrections to the
inclusive decay $b \rightarrow s \gamma$, involving the full operator basis
$\hat O_1$ -- $\hat O_8$. Confirming and extending earlier calculations of Ali
and Greub, we give formulas for the total decay width as well as the
perturbative photon spectrum, regarding the former as a necessary part of the
forthcoming complete NLO analysis. We explore in detail the renormalization
scale dependence of our results and find it considerably increased.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 10:55:06 GMT""},{""version"":""v2"",""created"":""Fri, 28 Jun 1996 12:06:28 GMT""}]","2009-10-28"
"hep-ph/9512253",,"W. Roberts (CEBAF and Old Dominion University)","HQET and Form Factor Effects in $B\to K^{(*)}\ell^+\ell^-$","24 pages, RevTeX, epsf, rotating 11 postscript figures appended as
  uuencoded file (hardcopy can be obtained upon request from roberts@cebaf.gov)","Phys.Rev.D54:863-872,1996","10.1103/PhysRevD.54.863","CEBAF-TH-95-20","hep-ph",,"  We examine the rates for the exclusive decays $B\to K^{(*)}\ell^+\ell^-$. We
use the scaling predictions of the heavy quark effective theory to extract the
necessary form factors from fits to various combinations of data. These data
include the $D\to K^{(*)}\ell\nu$ semileptonic decays, as well as the
nonleptonic decays $B\to K^{(*)}\psi^{(\prime)}$ and the rare decay $B\to
K^*\gamma$. We use different parametrizations of form factors, and find that
integrated decay rates are not very sensitive to the forms chosen. However, the
decay spectra and the forward-backward asymmetry in $B\to K^*\ell^+\ell^-$ are
sensitive to the forms chosen for the form factors, while the lepton
polarization asymmetry in $\bar B^0\to \bar K^0\mu^+\mu^-$ is largely
independent of the choice of form factors. Contributions from charmonium
resonances dominate the spectra and integrated rates. In our `best' scenario,
we find $Br(\bar B^0\to \bar K^0\mu^+\mu^-)=2.0\pm 0.3\times 10^{-6}$ and
$Br(\bar B^0\to \bar K^{*0}\mu^+\mu^-)=8.1\pm 2.0\times 10^{-6}$. We also make
predictions for other polarization observables in these decays.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 15:22:24 GMT""}]","2014-11-17"
"hep-ph/9512257","Hans-Christian Pauli","Hans-Christian Pauli and J""org Merkel (Max-Planck-Institut f""ur
  Kernphysik)","On the Masses of the Physical Mesons: Solving the Effective
  QCD--Hamiltonian by DLCQ","28 pages; 1 Latex file & 3 Postscript files; tarred, compressed and
  uuencoded with `uufiles'",,,"MPIH-V45-1995","hep-ph",,"  The effective QCD-interaction as obtained from the front form Hamiltonian by
DLCQ is Fourier transformed on the Retarded Schr\""odinger Equation for to
describe the constituents of physical mesons. The crucial point is the use of a
running coupling constant $\alpha_s(Q^2)$, in a manner similar but not equal to
the one of Richardson in the equal usual-time quantization. Fixing the running
coupling constant at the Z mass, the only parameters are the flavor masses.
Without the top quark one needs thus 5 parameters to calculate the physical
masses of 30 pseudoscalar and vector mesons, consistently within the same
model. Applying variational methods to a caricature of the model, the biggest
technical challenge is the solution of a cubic algebraic equation. -- In view
of an oversimplified model and a very simple technology, the agreement with the
empirical data is much too good.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 15:33:17 GMT""}]","2007-05-23"
"hep-th/9512035","Zupnik B. M.","B.M.Zupnik","Zero-curvature representation for harmonic-superspace equations of
  motion in $N=1, D=6$ supersymmetric gauge theory","Latex file, 17 pages",,,"JINR-E2-95-458","hep-th",,"  We consider the $SYM^1_6$ harmonic-superspace system of equations that
contains superfield constraints and equations of motion for the simplest
six-dimensional supersymmetric gauge theory. A special $A$-frame of the
analytic basis is introduced where a kinematic equation for the harmonic
connection $A^{\s--}$ can be solved . A dynamical equation in this frame is
equivalent to the zero-curvature equation corresponding to the covariant
conservation of analyticity. Using a simple harmonic gauge condition for the
gauge group $SU(2)$ we derive the superfield equations that produce the general
$SYM^1_6$ solution . An analogous approach for the analysis of integrability
conditions for the $SYM^2_4$-theory and $SYM$-supergravity-matter systems in
harmonic superspace is discussed briefly.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 17:34:54 GMT""}]","2007-05-23"
"hep-th/9512037","Daniel Wyler","A. Dubin and D. Wyler","Unitary Background Gauges and Hamiltonian approach to Yang--Mills
  Theories","24 pages including 1 Postscript figure",,,"ZU-TH 25/94","hep-th",,"  A variety of unitary gauges for perturbation theory in a background field is
considered in order to find those most suitable for a Hamiltonian treatment of
the system. We select two convenient gauges and derive the propagators
$D_{\mu\nu}$ for gluonic quantum fluctuations immersed in background
configurations. The first one is a unitary generalization of the usual Coulomb
gauge in QED which preserves the decoupling of two propagating polarizations
from the instantaneous one. The second possibility is the axial light cone
gauge which remains ghost free also in the presence of a background.
Applications of the formalism to the spectrum and dynamics of QCD at the
confinement scale, such as hybrid states, are briefly discussed.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 16:00:16 GMT""}]","2007-05-23"
"hep-th/9512038","Semen Konstein","S.E.Konstein and M.A.Vasiliev (P.N.Lebedev Physical Institute)","Supertraces on the Algebras of Observables of the Rational Calogero
  Model with Harmonic Potential","22 pages, LATEX","J.Math.Phys. 37 (1996) 2872-2891","10.1063/1.531544","FIAN/TD/14--95","hep-th",,"  We define a complete set of supertraces on the algebra $SH_N(\nu)$, the
algebra of observables of the $N$-body rational Calogero model with harmonic
interaction. This result extends the previously known results for the simplest
cases of $N=1$ and $N=2$ to arbitrary $N$. It is shown that $SH_N(\nu)$ admits
$q(N)$ independent supertraces where $q(N)$ is a number of partitions of $N$
into a sum of odd positive integers, so that $q(N)>1$ for $N\ge 3$. Some
consequences of the existence of several independent supertraces of $SH_N (\nu
)$ are discussed such as the existence of ideals in associated $W_{\infty}$ -
type Lie superalgebras.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 16:43:13 GMT""}]","2009-10-28"
"hep-th/9512039","Bong Lian","Bong H. Lian and Gregg J. Zuckerman","From String Backgrounds to Topological Field Theories","21 pages, latex twice. minor changes and references added",,,"Yale-007","hep-th",,"  The BRST formalism has played a fundamental role in the construction of
bosonic closed string backgrounds, ie. the stringy analogs of classical
solutions to the field equations of general relativity. The concept of a string
background has been extended to the notion of $W$-strings, where the BRST
symmetry is still largely conjectural. More recently, the BRST formalism has
entered the construction of two dimensional topological conformal quantum field
theories, such as those that arise from Calabi-Yau varieties. In this lecture,
we focus on common features of the BRST cohomology algebras of string
backgrounds and topological field theories. In this context, we present some
new evidence for a remarkable relationship that transports us from bosonic and
$W$-string backgrounds to the B-model topological conformal field theories
associated to certain noncompact Calabi-Yau varieties. This paper will appear
in the proceedings of the {\it Symposium on BRS Symmetry} held at RIMS,
September 18-22, 1995.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 01:27:24 GMT""},{""version"":""v2"",""created"":""Fri, 15 Dec 1995 17:12:15 GMT""}]","2008-02-03"
"hep-th/9512040","Ctirad Klimcik","C. Klimcik, P. Severa","Poisson-Lie T-duality and Loop Groups of Drinfeld Doubles","15 pages, LaTeX","Phys.Lett. B372 (1996) 65-71","10.1016/0370-2693(96)00025-1","CERN-TH/95-330","hep-th",,"  A duality invariant first order action is constructed on the loop group of a
Drinfeld double. It gives at the same time the description of both of the pair
of $\sigma$-models related by Poisson-Lie T-duality. Remarkably, the action
contains a WZW-term on the Drinfeld double not only for conformally invariant
$\si$-models. The resulting actions of the models from the dual pair differ
just by a total derivative corresponding to an ambiguity in specifying a
two-form whose exterior derivative is the WZW three-form. This total derivative
is nothing but the Semenov-Tian-Shansky symplectic form on the Drinfeld double
and it gives directly a generating function of the canonical transformation
relating the $\si$-models from the dual pair.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 18:07:08 GMT""}]","2009-10-28"
"hep-th/9512041",,"Yu. M. Zinoviev","Spontaneous symmetry breaking in N=2 supergravity","This old paper submitted due to recent revived interest on this
  subject","Sov. J. Nucl. Phys. 46 (1987) 540",,"IHEP 86-126","hep-th",,"  A model describing the $N=2$ supergravity interaction with vector and linear
multiplets is constructed. It admits the introduction of the spontaneous
breaking of supersymmetry with arbitrary scales, one of which may be equal to
zero, which corresponds to partial super-Higgs effect ($N=2 \rightarrow N=1$).
A cosmological term is automatically equal to zero.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 18:39:18 GMT""}]","2007-05-23"
"hep-th/9512042","Miao Li","Miao Li (Brown University)","Dirichlet Boundary State in Linear Dilaton Background","6 pages, harvmac, some remarks are modified and one reference is
  added, formulas remain the same","Phys.Rev. D54 (1996) 1644-1646","10.1103/PhysRevD.54.1644",,"hep-th",,"  Dirichlet-branes have emerged as important objects in studying
nonperturbative string theory. It is important to generalize these objects to
more general backgrounds other than the usual flat background. The simplest
case is the linear dilaton condensate. The usual Dirichlet boundary condition
violates conformal invariance in such a background. We show that by switching
on a certain boundary interaction, conformal invariance is restored. An
immediate application of this result is to two dimensional string theory.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 21:15:39 GMT""},{""version"":""v2"",""created"":""Fri, 8 Dec 1995 21:44:45 GMT""},{""version"":""v3"",""created"":""Sat, 30 Dec 1995 04:59:02 GMT""}]","2009-10-28"
"hep-th/9512043","Pietro Fre","Pietro Fre' (Torino University)","Lectures on Special Kahler Geometry and Electric--Magnetic Duality
  Rotations","56 pages, LaTeX, article.sty, espcrc2.sty. Lecture notes at Trieste
  Spring School 1995","Nucl.Phys.Proc.Suppl. 45BC (1996) 59-114","10.1016/0920-5632(95)00629-X",,"hep-th",,"  In these lectures I review the general structure of electric--magnetic
duality rotations in every even space--time dimension. In four dimensions,
which is my main concern, I discuss the general issue of symplectic covariance
and how it relates to the typical geometric structures involved by N=2
supersymmetry, namely Special K\""ahler geometry for the vector multiplets and
either HyperK\""ahler or Quaternionic geometry for the hypermultiplets. I
discuss classical continuous dualities versus non--perturbative discrete
dualities. How the moduli space geometry of an auxiliary dynamical Riemann
surface (or Calabi--Yau threefold) relates to exact space--time dualities is
exemplified in detail for the Seiberg Witten model of an $SU(2)$ gauge theory.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 23:37:22 GMT""}]","2009-10-28"
"hep-th/9512044","Carlos Castro","Carlos Castro","String Theory, Scale Relativity and the Generalized Uncertainty
  Principle","10 pages. Tex file. Revised version. Diagram not included Center for
  particle Theory, University of Texas at Austin and World Laboratory,
  Lausanne, Switzerland","Found.Phys.Lett. 10 (1997) 273-293",,,"hep-th",,"  Extensions (modifications) of the Heisenberg Uncertainty principle are
derived within the framework of the theory of Special Scale-Relativity proposed
by Nottale. In particular, generalizations of the Stringy Uncertainty Principle
are obtained where the size of the strings is bounded by the Planck scale and
the size of the Universe. Based on the fractal structures inherent with two
dimensional Quantum Gravity, which has attracted considerable interest
recently, we conjecture that the underlying fundamental principle behind String
theory should be based on an extension of the Scale Relativity principle where
both dynamics as well as scales are incorporated in the same footing.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 07:49:55 GMT""},{""version"":""v2"",""created"":""Wed, 6 Nov 1996 19:27:33 GMT""}]","2008-02-03"
"hep-th/9512045",,"R.P.Manvelyan","Superweyl cocycle in $d=4$ and superconformal-invariant operator","Latex,6 pages, no figs","Phys.Lett. B373 (1996) 306-308","10.1016/0370-2693(96)00103-7","YERPHI-1460(30)-95","hep-th",,"  The super-Weyl cocycle (effective action for supertrace anomaly) and
corresponding invariant operator in nonminimal formulation of $d=4$,$N=1$
supergravity are obtained.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 09:35:50 GMT""},{""version"":""v2"",""created"":""Mon, 11 Dec 1995 09:17:28 GMT""}]","2009-10-28"
"hep-th/9512049","Gennady Danilov","G. S. Danilov, I.T. Dyatlov and V.Yu.Petrov","Electromagnetic fields providing charge screening and confinement in
  two-dimensional massless electrodynamics","19 pages, LATEX",,,"Preprint LNPI-1099, 1985","hep-th",,"  The charge screening, confinement of fermion quantum numbers and the chiral
condensate formation in two-dimensional QED is studied in details. It is shown
that charge screening and confinement of fermion number in two-dimensional QED
is due to an appearance of gauge fields which nullify the Dirac determinant. An
appearance of the fields of another type but with the same property yield the
chiral condensate formation. In addition, these second type fields ensure the
""softness"" of the charge screening in a process which is analogous to the
$e^+e^-$ annihilation.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 14:28:12 GMT""}]","2007-05-23"
"math/9512205","Gilles Pisier","Gilles Pisier","A simple proof of a theorem of Kirchberg and related results on
  $C^*$-norms",,"J. Op. Theory. 35 (1996) 317-335.",,"Banach Archive 12/7/95","math.FA",,"  Recently, E.\ Kirchberg [K1--2] revived the study of pairs of $C^*$-algebras
$A,B$ such that there is only one $C^*$-norm on the algebraic tensor product
$A\otimes B$, or equivalently such that $A \otimes_{\rm min}B = A\otimes_{\rm
max}B$. Recall that a $C^*$-algebra is called nuclear cf.\ [L, EL] if this
happens for any $C^*$-algebra $B$. Kirchberg [K1] constructed the first example
of a non-nuclear $C^*$-algebra such that $A\otimes_{\rm min} A^{op} = A
\otimes_{\rm max} A^{op}$. He also proved the following striking result [K2]
for which we give a very simple proof and which we extend.
  \proclaim Theorem 0.1. {\bf (Kirchberg [K2]).} Let $F$ be any free group and
let $C^*(F)$ be the (full) $C^*$-algebra of $F$, then $$C^*(F) \otimes_{\rm
min} B(H) = C^*(F) \otimes_{\rm max} B(H).$$
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 00:00:00 GMT""}]","2016-09-06"
"math/9512216",,"Michael Christ","Global Irregularity For Degenerate Elliptic Operators",,,,"MSRI 1995-097","math.AP",,"  Examples are given of degenerate elliptic operators on smooth, compact
manifolds that are not globally regular in $C^\infty$. These operators
degenerate only in a rather mild fashion. Certain weak regularity results are
proved, and an interpretation of global irregularity in terms of the associated
heat semigroup is given.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 00:00:00 GMT""}]","2016-09-06"
"nucl-th/9512010","Anirban Kundu","Abhee K. Dutt-Mazumder, Anirban Kundu, Binayak Dutta-Roy and Triptesh
  De","Symmetry Breaking for Rho Meson in Neutron Matter","Plain LaTeX file","Phys.Lett. B378 (1996) 35-39","10.1016/0370-2693(96)00382-6","SINP-TNP/95-23","nucl-th hep-ph",,"  Qualitative changes in the collective excitation spectra of the $\rho$-meson
triplet in neutron matter is studied, with particular emphasis on the breaking
of the discrete $p\leftrightarrow n$ symmetry. The appearance of additional
branches in the dispersion characteristics, the mass splitting among the charge
states, the splitting between longitudinal and transverse modes of the
$\rho^{\pm}$ mesons and the appearance of `island' modes (or loops) in the
time-like region are some of the features that are exposed.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 18:02:23 GMT""}]","2009-10-28"
"nucl-th/9512011","David G. Madland","J. L. Friar, D. G. Madland, and B. W. Lynn","QCD Scales in Finite Nuclei","8 page RevTeX manuscript with 1 table","Phys.Rev.C53:3085-3087,1996","10.1103/PhysRevC.53.3085","LA-UR-95-4050","nucl-th hep-ph",,"  The role of QCD scales and chiral symmetry in finite nuclei is examined. The
Dirac-Hartree mean-field coupling constants of Nikolaus, Hoch, and Madland
(NHM) are scaled in accordance with the QCD-based prescription of Manohar and
Georgi. Whereas the nine empirically-based coupling constants of NHM span
thirteen orders of magnitude, the scaled coupling constants are almost all {\it
natural}, being dimensionless numbers of order one. We speculate that this
result provides good evidence that QCD and chiral symmetry apply to finite
nuclei.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 22:53:34 GMT""}]","2008-11-26"
"q-alg/9512009","Jerzy Rozanski","J. Rozanski (University of Warsaw)","Koszul Theorem for S-Lie coalgebras","8 pages, AMSLaTex",,"10.1016/0034-4877(96)88950-6",,"q-alg math.QA",,"  For a symmetry braid S-Lie coalgebras, as a dual object to algebras
introduced by Gurevich, are considered. For an Young antisymmetrizer an
S-exterior algebra is introduced. From this differential point of view S-Lie
coalgebras are investigated. The dual Koszul theorem in this case is proved.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 14:37:37 GMT""}]","2009-10-28"
"q-alg/9512010","Ivan Cherednik","Ivan Cherednik","Kadell's two conjectures for Macdonald polynomials","AMSTeX",,,,"q-alg math.QA",,"  This paper contains the proof of difference counterparts of the conjectures
due to Keven Kadell on symmetric and anti-symmetric Macdonald polynomials.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 08:07:25 GMT""}]","2008-02-03"
"quant-ph/9512006",,"M. Daoud and M. Kibler","Statistical Mechanics of $qp$-Bosons in $D$ Dimensions","12 pages, revised Tex File (some fonts were changed)","Phys.Lett. A206 (1995) 13-17","10.1016/0375-9601(95)00580-V",,"quant-ph cond-mat",,"  This paper is concerned with statistical properties of a gas of $qp$-bosons
without interaction. Some thermodynamical functions for such a system in $D$
dimensions are derived. Bose-Einstein condensation is discussed in terms of the
parameters $q$ and $p$. Finally, the second-order correlation function of a gas
of photons is calculated.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 16:19:03 GMT""},{""version"":""v2"",""created"":""Tue, 2 Jan 1996 16:08:53 GMT""}]","2009-10-28"
"quant-ph/9512007",,"H. M. Fran\c{c}a (Universidade de S\~ao Paulo), A. Maia Jr.
  (Universidade de Campinas) and C. P. Malta (Universidade de S\~ao Paulo)","Maxwell Electromagnetic Theory, Planck's Radiation Law and Bose-Einstein
  Statistics","19 pages, plain Latex",,"10.1007/BF02061403",,"quant-ph",,"  We give an example in which it is possible to understand quantum statistics
using classical concepts. This is done by studying the interaction of charged
matter oscillators with the thermal and zeropoint electromagnetic fields
characteristic of quantum electrodynamics and classical stochastic
electrodynamics. Planck's formula for the spectral distribution and the
elements of energy $ \hbar\omega $ are interpreted without resorting to
discontinuities. We also show the aspects in which our model calculation
complement other derivations of blackbody radiation spectrum without quantum
assumptions.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 18:00:00 GMT""}]","2009-10-28"
"quant-ph/9512008","Tommaso Calarco","R. Onofrio (University of Padua and INFN, Padua), T. Calarco
  (University of Ferrara and INFN, Ferrara)","Testing temporal Bell inequalities through repeated measurements in
  rf-SQUIDs","12 pages, 4 Postscript figures in an uuencoded file figures.uu, uses
  revtex.sty","Phys. Lett. A 208 (1995) 40-46","10.1016/0375-9601(95)00762-R",,"quant-ph",,"  Temporal Bell-like inequalities are derived taking into account the influence
of the measurement apparatus on the observed magnetic flux in a rf-SQUID.
Quantum measurement theory is shown to predict violations of these inequalities
only when the flux states corresponding to opposite current senses are not
distinguishable. Thus rf-SQUIDs cannot help to discriminate realism and quantum
mechanics at the macroscopic level.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 19:20:02 GMT""},{""version"":""v2"",""created"":""Thu, 7 Dec 1995 14:06:44 GMT""}]","2009-10-28"
