"adap-org/9503003",,"Frode Torvund (University of Oslo), Jan Froyland (University of Oslo)","Strong Ordering by Non-uniformity of Thresholds in a Coupled Map Lattice","12 pages uuencoded postscript, including figures. Accepted for
  publication in Physica Scripta.",,"10.1088/0031-8949/52/6/003",,"adap-org nlin.AO",,"  The coupled map lattice by Olami {\it et al.} [Phys. Rev. Lett. {\bf 68},
1244 (1992)] is ``doped'' by letting just {\it one} site have a threshold,
$T^{*}_{\rm max}$, bigger than the others. On an $L \times L$ lattice with
periodic boundary conditions this leads to a transition from avalanche sizes of
about one to exactly $L^2$, and after each avalanche stresses distributes among
only five distinct values, $\tau_{k}$, related to the parameters $\alpha $ and
$T^{*}_{\rm max}$ by $\tau_{k}= k\alpha T^{*}_{\rm max}$ where $k=0,1,2,3,4$.
This result is independent of lattice size. The transient times are inversely
proportional to the amount of doping and increase linearly with $L$.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 17:25:19 GMT""}]","2015-06-30"
"hep-ph/9503473","D. I. Melikhov","V.Anisovich, D.Melikhov, and V.Nikonov","Quark structure of the pion and pion form factor","22 pages, latex, 14 figures","Phys.Rev. D52 (1995) 5295-5307","10.1103/PhysRevD.52.5295",,"hep-ph",,"  We consider the pion structure in the region of low and moderately high
momentum transfers: at low $Q^2$, the pion is treated as a composite system of
constituent quarks; at moderately high momentum transfers,
$Q^2=10\div25\;GeV^2$, the pion \ff is calculated within perturbative QCD
taking into account one--gluon hard exchange. Using the data on pion \ff at
$Q^2<3\;GeV^2$ and pion axial--vector decay constant, we reconstruct the pion
\wf in the soft and intermediate regions. This very wave function combined with
one--gluon hard scattering amplitude allows a calculation of the pion \ff in
the hard region $Q^2=10\div25\;GeV^2$. A specific feature of the reconstructed
pion \wf is a quasi--zone character of the $q\bar q$--excitations. On the basis
of the obtained pion \wf and the data on deep inelastic scattering off the
pion, the valence quark distribution in a constituent quark is determined.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 14:38:37 GMT""}]","2009-10-28"
"hep-ph/9503474","Markus Finkemeier","Markus Finkemeier and Erwin Mirkes","Tau Decays into Kaons","21 pages, RevTex, no figures. We wish to dedicate this work to Roger
  Decker whose death at an early age is a great loss to his friends and to the
  physics community. Revised version: A few minor changes","Z.Phys. C69 (1996) 243-252",,"MAD/PH/882, LNF-95/015(P)","hep-ph",,"  Predictions for semi-leptonic decay rates of the tau lepton into two and
three meson final states with one or two kaons are derived, including a
discussion of K_S pi- K_S, K_L pi- K_L and K_S pi- K_L. The hadronic matrix
elements are expressed in terms of form factors, which can be predicted by
chiral Lagrangians supplemented by informations about all possible low-lying
resonances in the different channels. Isospin symmetry relations among the
different final states are carefully taken into account. The calculated
branching ratios are compared with measured decay rates where data are
available.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 15:40:35 GMT""},{""version"":""v2"",""created"":""Fri, 9 Jun 1995 10:40:22 GMT""}]","2008-02-03"
"hep-th/9503207","A. Sagnotti","G. Pradisi, A. Sagnotti and Ya.S. Stanev","Planar Duality in $SU(2)$ WZW Models","13 pages, latex, 1 figure.","Phys.Lett. B354 (1995) 279-286","10.1016/0370-2693(95)00532-P","ROM2F-95/4, CPTH/RR.355.0395","hep-th",,"  We show how to generalize the $SU(2)$ WZW models to allow for open and
unoriented sectors. The construction exhibits some novel patterns of Chan-Paton
charge assignments and projected spectra that reflect the underlying current
algebra.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 18:39:28 GMT""}]","2009-10-28"
"hep-th/9503208","David R. Morrison","Paul S. Aspinwall and David R. Morrison, Mark Gross","Stable Singularities in String Theory","25 pages and 3 figures, LaTeX with epsf. Appendix by Mark Gross","Commun.Math.Phys. 178 (1996) 115-134","10.1007/BF02104911","CLNS-95/1325, DUKE-TH-95-89","hep-th alg-geom math.AG",,"  We study a topological obstruction of a very stringy nature concerned with
deforming the target space of an $N=2$ non-linear \sm. This target space has a
singularity which may be smoothed away according to the conventional rules of
geometry but when one studies the associated conformal field theory one sees
that such a deformation is not possible without a discontinuous change in some
of the correlation functions. This obstruction appears to come from torsion in
the homology of the target space (which is seen by deforming the theory by an
irrelevant operator). We discuss the link between this phenomenon and orbifolds
with discrete torsion as studied by Vafa and Witten.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 17:52:48 GMT""}]","2009-10-28"
"hep-th/9503209","Adel Bilal","Adel Bilal and Ian. I. Kogan","ON GRAVITATIONAL DRESSING OF 2D FIELD THEORIES IN CHIRAL GAUGE","19 pages, uses phyzzx","Nucl.Phys. B449 (1995) 569-588","10.1016/0550-3213(95)00301-8","LPTENS-95/14, OUTP-95-11P","hep-th",,"  After giving a pedagogical review of the chiral gauge approach to 2D gravity,
with particular emphasis on the derivation of the gravitational Ward
identities, we discuss in some detail the interpretation of matter correlation
functions coupled to gravity in chiral gauge. We argue that in chiral gauge no
{\it explicit} gravitational dressing factor, analogue to the Liouville
exponential in conformal gauge, is necessary for left-right symmetric matter
operators. In particular, we examine the gravitationally dressed four-point
correlation function of products of left and right fermions. We solve the
corresponding gravitational Ward identity exactly: in the presence of gravity
this four-point function exhibits a logarithmic short-distance singularity,
instead of the power-law singularity in the absence of gravity. This rather
surprising effect is non-perturbative in the gravitational coupling and is a
sign for logarithms in the gravitationally dressed operator product expansions.
We also discuss some perturbative evidence that the chiral Gross-Neveu model
may remain integrable when coupled to gravity.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 19:50:38 GMT""}]","2009-10-28"
"hep-th/9503210","Louise Dolan","L. Dolan and S. Horvath","BRST properties of spin fields","24 pages, plain tex, no figures","Nucl.Phys.B448:220-244,1995","10.1016/0550-3213(95)00251-M","IFP/499/UNC","hep-th",,"  For the closed superstring, spin fields and bi-spinor states are defined
directly in four spacetime dimensions. Explicit operator product expansions are
given, including those for the internal superconformal field theory, which are
consistent with locality and BRST invariance for the string vertices. The most
general BRST picture changing for these fields is computed. A covariant
notation for the spin decomposition of these states is developed in which
non-vanishing polarizations are selected automatically. The kinematics of the
three-gluon dual model amplitude in both the Neveu-Schwarz and Ramond sectors
in the Lorentz gauges is calculated and contrasted. Modular invariance and
enhanced gauge symmetry of four-dimensional models incorporating these states
is described.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 20:42:46 GMT""}]","2010-11-15"
"hep-th/9503211","Henrik Aratyn","H. Aratyn","Integrable Lax Hierarchies, their Symmetry Reductions and Multi-Matrix
  Models","52 pages, LaTeX. Lectures presented at the VIII J.A. Swieca Summer
  School, Section: Particles and Fields, Rio de Janeiro - Brasil - February/95.
  Corrected version",,,"UICHEP-TH/95-1","hep-th",,"  Some new developments in constrained Lax integrable systems and their
applications to physics are reviewed. After summarizing the tau function
construction of the KP hierarchy and the basic concepts of the symmetry of
nonlinear equations, more recent ideas dealing with constrained KP models are
described. A unifying approach to constrained KP hierarchy based on graded
$SL(r+n,n)$ algebra is presented and equivalence formulas are obtained for
various pseudo-differential Lax operators appearing in this context. It is then
shown how the Toda lattice structure emerges from constrained KP models via
canonical Darboux-B\""{a}cklund transformations. These transformations enable us
to find simple Wronskian solutions for the underlying tau-functions. We also
establish a relation between two-matrix models and constrained Toda lattice
systems and derive from this relation expressions for the corresponding
partition function.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 22:37:45 GMT""},{""version"":""v2"",""created"":""Fri, 15 Sep 1995 23:35:23 GMT""}]","2008-02-03"
"hep-th/9503212","Eva Silverstein","Eva Silverstein and Edward Witten","Criteria for Conformal Invariance of (0,2) Models","36 pages, harvmac. Equation (3.14) and miscellaneous typos corrected.
  (Error in section 5.2 has been corrected in 1999 version.)","Nucl.Phys.B444:161-190,1995","10.1016/0550-3213(95)00186-V","IASSNS-HEP-95/22, PUPT-1533","hep-th",,"  It is argued that many linear (0,2) models flow in the infrared to
conformally invariant solutions of string theory. The strategy in the argument
is to show that the effective space-time superpotential must vanish because
there is no place where it can have a pole. This conclusion comes from either
of two different analyses, in which the Kahler class or the complex structure
of the gauge bundle is varied, while keeping everything else fixed. In the
former case, we recover from the linear sigma model the usual simple pole in
the ${\bf \bar {27}}^3$ Yukawa coupling but show that an analogous pole does
not arise in the couplings of gauge singlet modes. In the latter case, a
dimension count shows that the world-sheet instanton sum does not ``see'' the
singularities of the gauge bundle and hence cannot have a pole.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 03:53:58 GMT""},{""version"":""v2"",""created"":""Sun, 30 Apr 1995 15:57:00 GMT""},{""version"":""v3"",""created"":""Wed, 3 Nov 1999 06:10:16 GMT""}]","2010-04-07"
"hep-th/9503213","Savvidy","G. K. Savvidy, K. G. Savvidy and F. J. Wegner","GEOMETRICAL STRING and DUAL SPIN SYSTEMS","16 pages,Latex","Nucl.Phys. B443 (1995) 565-580","10.1016/0550-3213(95)00151-H","Crete-TH-December-1994","hep-th",,"  We are able to perform the duality transformation of the spin system which
was found before as a lattice realization of the string with linear action. In
four and higher dimensions this spin system can be described in terms of a
two-plaquette gauge Hamiltonian. The duality transformation is constructed in
geometrical and algebraic language. The dual Hamiltonian represents a new type
of spin system with local gauge invariance. At each vertex $\xi$ there are
$d(d-1)/2$ Ising spins $\Lambda_{\mu,\nu}= \Lambda_{\nu,\mu}$, $\mu \neq \nu =
1,..,d$ and one Ising spin $\Gamma$ on every link $(\xi,\xi +e_{\mu})$. For the
frozen spin $\Gamma \equiv 1$ the dual Hamiltonian factorizes into $d(d-1)/2$
two-dimensional Ising ferromagnets and into antiferromagnets in the case
$\Gamma \equiv -1$. For fluctuating $\Gamma$ it is a sort of spin glass system
with local gauge invariance. The generalization to $p$-branes is given.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 08:39:22 GMT""}]","2009-10-28"
"hep-th/9503214","Valery Kosinov","V.A. Soroka","Odd Poisson Bracket in Hamilton's Dynamics","10 pages, LATEX. This talk, given at the Workshop on Variational and
  Local Methods in the Study of Hamiltonian Systems (24-28 October, ICTP,
  Trieste, Italy), is submitted for publication in the Proceeding of the
  Workshop.",,,,"hep-th",,"  Some applications of the odd Poisson bracket to the description of the
classical and quantum dynamics are represented.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 08:56:52 GMT""}]","2007-05-23"
"hep-th/9503215","Kalmykov M. Yu","M. Yu. Kalmykov and P. I. Pronin","Ambiguity of the one-loop calculations in a nonrenormalizable quantum
  gravity.","21 pages in LATEX",,,,"hep-th gr-qc",,"  The ambiguity in the calculations of one-loop counterterms by the background
field method in nonrenormalizable theories of gravity is discussed. Some
examples of such ambiguous calculations are given. The non-equivalence of the
first and second order formalism in the quantum gravity is shown.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 11:17:29 GMT""}]","2007-05-23"
"hep-th/9503216","Swapna Mahaptra","Swapna Mahapatra, Karmadeva Maharana and Lambodar P. Singh","A tachyonic extension of the stringy no-go theorem","TeX file (PHYZZX), 10 pages, change in the title, many changes in the
  text (the version to appear in Phys. Rev. D)","Phys.Rev.D55:6600-6602,1997","10.1103/PhysRevD.55.6600","UUPHY/95/10","hep-th",,"  We investigate the tachyon-dilaton-metric system to study the ""graceful exit""
problem in string theoretic inflation, where tachyon plays the role of the
scalar field. From the phase space analysis, we find that the inflationary
phase does not smoothly connect to a Friedmann-Robertson-Walker (FRW) expanding
universe, thereby providing a simple tachyonic extension of the recently proved
stringy no-go theorem.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 23:07:34 GMT""},{""version"":""v2"",""created"":""Thu, 27 Feb 1997 05:00:19 GMT""}]","2014-11-18"
"hep-th/9503217",,"Laszlo Feher and Ian Marshall","Extensions of the matrix Gelfand-Dickey hierarchy from generalized
  Drinfeld-Sokolov reduction","60 pages, plain TEX","Commun.Math.Phys. 183 (1997) 423-461","10.1007/BF02506414","SWAT-95-61","hep-th math.QA q-alg",,"  The $p\times p$ matrix version of the $r$-KdV hierarchy has been recently
treated as the reduced system arising in a Drinfeld-Sokolov type Hamiltonian
symmetry reduction applied to a Poisson submanifold in the dual of the Lie
algebra $\widehat{gl}_{pr}\otimes {\Complex}[\lambda, \lambda^{-1}]$. Here a
series of extensions of this matrix Gelfand-Dickey system is derived by means
of a generalized Drinfeld-Sokolov reduction defined for the Lie algebra
$\widehat{gl}_{pr+s}\otimes {\Complex}[\lambda,\lambda^{-1}]$ using the natural
embedding $gl_{pr}\subset gl_{pr+s}$ for $s$ any positive integer. The
hierarchies obtained admit a description in terms of a $p\times p$ matrix
pseudo-differential operator comprising an $r$-KdV type positive part and a
non-trivial negative part. This system has been investigated previously in the
$p=1$ case as a constrained KP system. In this paper the previous results are
considerably extended and a systematic study is presented on the basis of the
Drinfeld-Sokolov approach that has the advantage that it leads to local Poisson
brackets and makes clear the conformal ($\cal W$-algebra) structures related to
the KdV type hierarchies. Discrete reductions and modified versions of the
extended $r$-KdV hierarchies are also discussed.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 11:58:57 GMT""}]","2009-10-28"
"hep-th/9503218","Metin Gurses","Metin Gurses and Emre Sermutlu","Colliding Gravitational Plane Waves in Dilaton Gravity","23 pages, Latex, to appear in Phys. Rev.D","Phys.Rev.D52:809-815,1995","10.1103/PhysRevD.52.809",,"hep-th gr-qc",,"  Collision of plane waves in dilaton gravity theories and low energy limit of
string theory is considered. The formulation of the the problem and some exact
solutions are presented.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 06:18:50 GMT""}]","2010-11-01"
"mtrl-th/9503009","Henri Jansen","Michael J. Love and Henri J.F. Jansen","Electrostatic Energy Calculations for Molecular Dynamics","22 pages, Latex",,,,"mtrl-th cond-mat.mtrl-sci",,"  The evaluation of Coulomb forces is a difficult task. The summations that are
involved converge only conditionally and care has to be taken in selecting the
appropriate procedure to define the limits. The Ewald method is a standard
method for obtaining Coulomb forces, but this method is rather slow, since it
depends on the square of the number of atoms in a unit cell. In this paper we
have adapted the plane-wise summation method for the evaluation of Coulomb
forces. The use of this method allows for larger computational cells in
molecular dynamics calculations.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 22:13:39 GMT""}]","2008-02-03"
"nucl-th/9503028","Jim Friar","Jim Friar","Chiral Symmetry in Nuclei","20 pages, latex, 6 figures require epsfig.sty -- Invited talk at
  ``Workshop on Chiral Dynamics in Hadrons and Nuclei,'' Seoul, Feb 6-11, 1995
  [Corrects discussion of rho-omega mixing in previous version]","""Chiral Dynamics in Hadrons and Nuclei"",ed. by D.-P. Min and M.
  Rho, (SNU Press, Seoul, 1995), p. 187.",,"LA-UR 95-997","nucl-th hep-ph",,"  The impact of chiral symmetry on nuclear physics is discussed in the context
of recent advances in the few-nucleon systems and of dimensional power
counting. The tractability of few-nucleon calculations, illustrated by very
recent solutions for $A = 2-6$, is shown to follow from power counting based on
chiral Lagrangians. The latter predicts the suppression of $N$-body forces, as
originally shown by Weinberg. Isospin violation in the nuclear force is
similarly analyzed using the results of van Kolck, and this is shown to be
consistent with results from the Nijmegen phase-shift analysis. Conventional
$\rho - \omega$ and $\pi - \eta$ mixing models with on-shell mixing strength
are not inconsistent with naive power counting. Meson-exchange currents
calculated in chiral perturbation theory are in good agreement with experiment.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 23:46:25 GMT""},{""version"":""v2"",""created"":""Fri, 26 Jan 1996 19:47:23 GMT""}]","2008-02-03"
"nucl-th/9503029","Afsar Abbas","Afsar Abbas","Implications of Theoretical Ideas Regarding Cold Fusion","5 pages",,,"IP/BBSR/95-25","nucl-th",,"  A lot of theoretical ideas have been floated to explain the so called cold
fusion phenomenon. I look at a large subset of these and study further physical
implications of the concepts involved. I suggest that these can be tested by
other independent physical means. Because of the significance of these the
experimentalists are urged to look for these signatures. The results in turn
will be important for a better understanding and hence control of the cold
fusion phenomenon.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 21:19:28 GMT""}]","2007-05-23"
"q-alg/9503016",,"A. Yu. Alekseev, V. Schomerus","Representation Theory of Chern Simons Observables","63 pages, latex",,,"HUTMP 95-B342, ETH-TH/95-12, ESI 214 (1995)","q-alg hep-th math.QA",,"  Recently we suggested a new quantum algebra, the moduli algebra, which was
conjectured to be a quantum algebra of observables of the Hamiltonian Chern
Simons theory. This algebra provides the quantization of the algebra of
functions on the moduli space of flat connections on a 2-dimensional surface.
In this paper we classify unitary representations of this new algebra and
identify the corresponding representation spaces with the spaces of conformal
blocks of the WZW model. The mapping class group of the surface is proved to
act on the moduli algebra by inner automorphisms. The generators of these
automorphisms are unitary elements of the moduli algebra. They are constructed
explicitly and proved to satisfy the relations of the (unique) central
extension of the mapping class group.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 18:59:32 GMT""}]","2008-02-03"
"q-alg/9503017","Ting Guo Ho","P. Crehan, T.G. Ho","Geometry of Deformed Boson Algebras","20 pages, latex",,"10.1142/S0129055X96000342",,"q-alg math.QA",,"  Phase-space realisations of an infinite parameter family of quantum
deformations of the boson algebra in which the $q$-- and the $qp$--deformed
algebras arise as special cases are studied. Quantum and classical models for
the corresponding deformed oscillators are provided. The deformation parameters
are identified with coefficients of non-linear terms in the normal forms
expansion of a family of classical Hamiltonian systems. These quantum
deformations are trivial in the sense that they correspond to non-unitary
transformations of the Weyl algebra. They are non-trivial in the sense that the
deformed commutators consistently quantise a class of non-canonical classical
Poisson structures.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 08:17:57 GMT""}]","2009-10-28"
