"adap-org/9507008","Shigetaka Fujita","Sh. Fujita (Kobe University) and H. Nishimura (Hyogo University of
  Education)","Evolving Neural Networks with Iterative Learning Scheme for Associative
  Memory","9 pages, compressed and uuencoded postscript file",,,"KOBE-TH-95-03, HUIS-95-01 (to be published in Neural Processing
  Letters)","adap-org nlin.AO q-bio",,"  A locally iterative learning (LIL) rule is adapted to a model of the
associative memory based on the evolving recurrent-type neural networks
composed of growing neurons. There exist extremely different scale parameters
of time, the individual learning time and the generation in evolution. This
model allows us definite investigation on the interaction between learning and
evolution. And the reinforcement of the robustness against the noise is also
achieved in the evolutional scheme.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 07:43:53 GMT""}]","2008-02-03"
"hep-ph/9508217",,"E.Quack, D.K.Srivastava","A Global Test of QCD Theories for Direct Photon Production","6 pages in ReVTeX. Figures are sent in an extra file",,,"GSI-95-40","hep-ph",,"  Direct photon production data at fixed target and collider experiments from
$pp$ and $\bar{p}p$ collisions are analysed in NLO QCD. The results are grouped
into three sets having $\sqrt{s}=20-30$ GeV, 630 GeV and 1.8 TeV. It is seen
that at the lowest energies considered, the theory systematically underpredicts
the results for all the values of the transverse momentum. At the intermediate
energy of the UA2 experiment, the data are more accurately described at high
$p_T$, and at the highest collider energies no significant underprediction is
seen even at low $p_T$, when using recent structure functions as measured at
HERA.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 12:12:08 GMT""}]","2007-05-23"
"hep-ph/9508218","Genevieve Belanger","G. B\'elanger (ENSLAPP)","Symmetry breaking and electroweak physics at Photon Linear Colliders","LATEX, 12 pages, 3 fig, macros included, no changes in paper",,,"ENSLAPP-A-527/95","hep-ph",,"  The physics potential of a high-energy photon collider is reviewed. The
emphasis is put on aspects related to the symmetry breaking sector, including
Higgs searches and production of longitudinal vector bosons.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 14:40:23 GMT""},{""version"":""v2"",""created"":""Thu, 3 Aug 1995 08:28:26 GMT""}]","2008-02-03"
"hep-th/9508002","Stephen B. Selipsky","Nick Evans, Stephen D.H. Hsu, Myckola Schwetz and Stephen B. Selipsky","Exact Results And Soft Breaking Masses In Supersymmetric Gauge Theory","Final version to appear in Nucl. Phys. B; LaTex, 19 pgs, no figures.
  Corrected references and some formulae, with no effect on conclusions","Nucl.Phys. B456 (1995) 205-218","10.1016/0550-3213(95)00516-5","YCTP-P11-95","hep-th hep-ph",,"  We give an explicit formalism connecting softly broken supersymmetric gauge
theories (with QCD as one limit) to $N=2$ and $N=1$ supersymmetric theories
possessing exact solutions, using spurion fields to embed these models in an
enlarged $N=1$ model. The functional forms of effective Lagrangian terms
resulting from soft supersymmetry breaking are constrained by the symmetries of
the enlarged model, although not well enough to fully determine the vacuum
structure of generic softly broken models. Nevertheless by perturbing the exact
$N=1$ model results with sufficiently small soft breaking masses, we show that
there exist nonsupersymmetric models that exhibit monopole condensation and
confinement in the same modes as the $N=1$ case.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 20:12:43 GMT""},{""version"":""v2"",""created"":""Sun, 8 Oct 1995 21:44:22 GMT""}]","2009-10-28"
"hep-th/9508003","Edwin Langmann","Edwin Langmann (Theoretical Physics, KTH, Stockholm)","Descent equations of Yang--Mills anomalies in noncommutative geometry","20 pages, latex, no figures (A few minor errors corrected)","J.Geom.Phys. 22 (1997) 259-279","10.1016/S0393-0440(96)00039-3",,"hep-th",,"  Consistent Yang--Mills anomalies $\int\om_{2n-k}^{k-1}$ ($n\in\N$, $ k=1,2,
\ldots ,2n$) as described collectively by Zumino's descent equations
$\delta\om_{2n-k}^{k-1}+\dd\om_{2n-k-1}^{k}=0$ starting with the Chern
character $Ch_{2n}=\dd\om_{2n-1}^{0}$ of a principal $\SU(N)$ bundle over a
$2n$ dimensional manifold are considered (i.e.\ $\int\om_{2n-k}^{k-1}$ are the
Chern--Simons terms ($k=1$), axial anomalies ($k=2$), Schwinger terms ($k=3$)
etc.\ in $(2n-k)$ dimensions). A generalization in the spirit of Connes'
noncommutative geometry using a minimum of data is found. For an arbitrary
graded differential algebra $\CC=\bigoplus_{k=0}^\infty \CC^{(k)}$ with
exterior differentiation $\dd$, form valued functions $Ch_{2n}: \CC^{(1)}\to
\CC^{(2n)}$ and $\om_{2n-k}^{k-1}: \underbrace{\CC^{(0)}\times\cdots \times
\CC^{(0)}}_{\mbox{{\small $(k-1)$ times}}} \times \CC^{(1)}\to \CC^{(2n-k)}$
are constructed which are connected by generalized descent equations
$\delta\om_{2n-k}^{k-1}+\dd\om_{2n-k-1}^{k}=(\cdots)$. Here $Ch_{2n}= (F_A)^n$
where $F_A=\dd(A)+A^2$ for $A\in\CC^{(1)}$, and $(\cdots)$ is not zero but a
sum of graded commutators which vanish under integrations (traces). The problem
of constructing Yang--Mills anomalies on a given graded differential algebra is
thereby reduced to finding an interesting integration $\int$ on it. Examples
for graded differential algebras with such integrations are given and thereby
noncommutative generalizations of Yang--Mills anomalies are found.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 06:18:00 GMT""},{""version"":""v2"",""created"":""Thu, 1 Aug 1996 11:06:26 GMT""}]","2009-10-28"
"hep-th/9508004",,"Marco Bertola, Vittorio Gorini, Mauro Zeni","Quantized Temperatures Spectra in Curved Spacetimes","12 pages, Revtex",,,"DYSCO 056, IFUM 513/FT","hep-th",,"  We consider the thermal properties of a scalar field theory on curved
spacetimes. In particular, we argue for the existence in the de Sitter, Kruskal
and Rindler manifolds of a discrete spectrum of allowed temperatures (the odd
multiples of a fundamental one). For each temperature we give an explicit
construction of the relative two point function in terms of the lowest
temperature one. These results are actually valid for a wider class of static
metrics with bifurcate Killing horizons, originally studied by Sewell. Some
comments on the interpretation of our results are given.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 09:13:58 GMT""}]","2007-05-23"
"hep-th/9508005","Alexander Sorin","Changhyun Ahn, E. Ivanov and A. Sorin","N=2 Affine Superalgebras and Hamiltonian Reduction in N=2 Superspace","47 pages, LaTeX, name of the first author extended","Commun.Math.Phys. 183 (1997) 205-252","10.1007/BF02509802","JINR E2-95-343","hep-th",,"  We construct N=2 affine current algebras for the superalgebras
sl(n|n-1)^{(1)} in terms of N=2 supercurrents subjected to nonlinear
constraints and discuss the general procedure of the hamiltonian reduction in
N=2 superspace at the classical level. We consider in detail the simplest case
of N=2 sl(2|1)^{(1)} and show how N=2 superconformal algebra in N=2 superspace
follows via the hamiltonian reduction. Applying the hamiltonian reduction to
the case of N=2 sl(3|2)^{(1)}, we find two new extended N=2 superconformal
algebras in a manifestly supersymmetric N=2 superfield form. Decoupling of four
component currents of dimension 1/2 in them yields, respectively, u(2|1) and
u(3) Knizhnik-Bershadsky superconformal algebras. We also discuss how the N=2
superfield formulations of N=2 W_{3} and N=2 W_{3}^{(2)} superconformal
algebras come out in this framework, as well as some unusual extended N=2
superconformal algebras containing constrained N=2 stress tensor and/or spin 0
supercurrents.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 18:05:30 GMT""},{""version"":""v2"",""created"":""Wed, 30 Aug 1995 18:56:38 GMT""},{""version"":""v3"",""created"":""Mon, 14 Jul 1997 15:30:03 GMT""}]","2009-10-28"
"hep-th/9508006","Adi Armoni","A. Armoni and J. Sonnenschein","Mesonic Spectra of Bosonized QCD_2 Models","17 pages, Latex","Nucl.Phys. B457 (1995) 81-95","10.1016/0550-3213(95)00505-6","TAUP-2285-95","hep-th",,"  We discuss bosonized two-dimensional QCD with massless fermions in the
adjoint and multi-flavor fundamental representations. We evaluate the massive
mesonic spectra of several models by using the light-front quantization and
diagonalizing the mass operator $M^2=2P^+P^- $. We recover previous results in
the case of one flavor adjoint fermions and we find the exact massive spectrum
of multi flavor QCD in the limit of large number of flavors.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 10:55:17 GMT""}]","2009-10-28"
"hep-th/9508013",,"Karabegov Alexander","Deformation quantizations with separation of variables on a K\""ahler
  manifold","latex, 14 pages","Commun.Math.Phys. 180 (1996) 745",,,"hep-th math.QA",,"  We give a simple geometric description of all formal deformation
quantizations on a K\""ahler manifold $M$ which enjoy the following property of
separation of variables into holomorphic and antiholomorphic ones. For each
open subset $U\subset M$, $\star$-multiplication from the left by a holomorphic
function and from the right by an antiholomorphic function on $U$ coincides
with the pointwise multiplication by these functions. These quantizations are
in 1-1 correspondence with formal deformations of the original K\""ahler metrics
on $M$. It has been shown in [Ka] that the formal deformation quantizations
obtained from the full asymptotic expansion of Berezin's $*$-product on the
orbits of a compact semisimple Lie group in [Mo2] and [CGR1] and on bounded
symmetric domains in [Mo1] and [CGR2] are those with separation of variables
and correspond to the trivial deformation of the original K\""ahler metrics.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 11:46:43 GMT""}]","2015-04-21"
"math/9508202","Roelof W. Bruggeman","Roelof W. Bruggeman (Utrecht University)","Automorphic hyperfunctions and period functions","45 pages, LaTeX2e","J. reine angew. Math. 492 (1997) 1-39",,"Math. Dept. Utrecht University, preprint 920, July 1995, and
  formerly auto-fms/9508001","math.RT math.NT",,"  We consider invariant hyperfunctions associated to automorphic forms on the
upper half plane. We give two interpretations of the period function of Maass
forms introduced by Lewis. The first interpretation shows that the period
function arises from the explicit description of a representative of the
hyperfunction associated to the Maass form. Under certain conditions,
automorphic forms determine cohomology classes in a cohomology group with
values in the hyperfunctions with bounded support on the line. A map from
hyperfunctions to holomorphic functions leads to a second, cohomological,
interpretation of the period function.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 07:42:57 GMT""}]","2008-02-03"
"math/9508204","Vladimir G. Kanovei","Vladimir Kanovei","On a Glimm -- Effros dichotomy theorem for Souslin relations in generic
  universes",,"Math. Logic Quarterly, 1998, 44, 3, pp. 287--303","10.1002/malq.19980440302","Logic E-prints August 02, 1995","math.LO",,"  We prove that if every real belongs to a set generic extension of the
constructible universe then every \Sigma_1^1 equivalence E on reals either
admits a Delta_1^HC reduction to the equality on the set 2^{<\om_1} of all
countable binary sequences, or continuously embeds E_0, the Vitali equivalence.
  The proofs are based on a topology generated by OD sets.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 00:00:00 GMT""}]","2018-08-22"
"math/9508209",,"Bjorn Poonen, Michael Rubinstein","The Number of Intersection Points Made by the Diagonals of a Regular
  Polygon","This version corrects a typo that appeared in the 1995 arxiv version
  and also in the SIAM version (specifically coefficient '262' in theorem 1
  appeared incorrectly as '232')","SIAM Journal on Discrete Mathematics 11 (1998), no. 1, 135-156",,"MSRI 1995-060","math.MG",,"  We give a formula for the number of interior intersection points made by the
diagonals of a regular $n$-gon. The answer is a polynomial on each residue
class modulo 2520. We also compute the number of regions formed by the
diagonals, by using Euler's formula $V-E+F=2$.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 00:00:00 GMT""},{""version"":""v2"",""created"":""Fri, 17 Mar 2006 07:15:26 GMT""},{""version"":""v3"",""created"":""Sat, 18 Mar 2006 22:15:19 GMT""}]","2008-02-03"
"math/9508210",,"Bjorn Poonen","Fractional Power Series and Pairings on Drinfeld Modules",,,,"MSRI 1995-061","math.NT",,"  Let $C$ be an algebraically closed field containing the finite field $F_q$
and complete with respect to an absolute value $|\;|$. We prove that under
suitable constraints on the coefficients, the series $f(z) = \sum_{n \in \Z}
a_n z^{q^n}$ converges to a surjective, open, continuous $F_q$-linear
homomorphism $C \rightarrow C$ whose kernel is locally compact. We characterize
the locally compact sub-$F_q$-vector spaces $G$ of $C$ which occur as kernels
of such series, and describe the extent to which $G$ determines the series.
  We develop a theory of Newton polygons for these series which lets us compute
the Haar measure of the set of zeros of $f$ of a given valuation, given the
valuations of the coefficients. The ``adjoint'' series $f^\ast(z) = \sum_{n \in
\Z} a_n^{1/q^n} z^{1/q^n}$ converges everywhere if and only if $f$ does, and in
this case there is a natural bilinear pairing $$ \ker f \times \ker f^\ast
\rightarrow F_q $$ which exhibits $\ker f^\ast$ as the Pontryagin dual of $\ker
f$. Many of these results extend to non-linear fractional power series. We
apply these results to construct a Drinfeld module analogue of the Weil
pairing, and to describe the topological module structure of the kernel of the
adjoint exponential of a Drinfeld module.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 00:00:00 GMT""}]","2016-09-06"
"math/9508222","Christopher J. Bishop","Christopher J. Bishop, Peter Jones, Robin Pemantle, Yuval Peres","The dimension of the Brownian frontier is greater than 1",,,,"Stony Brook IMS 1995/9; Wisconsin Math 97/RP-1c","math.PR",,"  Consider a planar Brownian motion run for finite time. The frontier or
``outer boundary'' of the path is the boundary of the unbounded component of
the complement. Burdzy (1989) showed that the frontier has infinite length. We
improve this by showing that the Hausdorff dimension of the frontier is
strictly greater than 1. (It has been conjectured that the Brownian frontier
has dimension $4/3$, but this is still open.) The proof uses Jones's Traveling
Salesman Theorem and a self-similar tiling of the plane by fractal tiles known
as Gosper Islands.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 00:00:00 GMT""}]","2009-09-25"
"mtrl-th/9508002","Shi ZhuPei","Zhu-Pei Shi and Barry M. Klein","Interlayer Coupling in Magnetic/Pd Multilayers","6 Latex pages, 5 figures upon requires",,,,"mtrl-th cond-mat.mtrl-sci",,"  The Anderson model of local-state conduction electron mixing is applied to
the p roblem of interlayer magnetic coupling in metallic multilayered
structures with palladium (Pd) spacer layers. An oscillation period of $5$
spacer monolayers and the tendency towards ferromag netic bias of the
interlayer magnetic coupling that we obtain are consistent with the
experimental data.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 16:44:01 GMT""}]","2008-02-03"
"nucl-th/9508003","Kuniharu Kubodera","K. Kubodera, F. Myhrer, Th. Meissner, and R. Morones (University of
  South Carolina)","Nuclear Responses to Electro-Weak Probes and In-Medium Chiral
  Perturbation Theory","9 pages, invited talk at WEIN'95, Osaka, Japan",,,"USC(NT)-95-2","nucl-th hep-ph",,"  We discuss two topics concerning the application of chiral perturbation
theory to nuclear physics: (1) the latest developments in the study of possible
kaon condensation in dense baryonic systems; (2) nuclear responses to
electro-weak probes.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 20:22:53 GMT""}]","2007-05-23"
"nucl-th/9508004","Tomoyuki Maruyama","Koji Niita, Satoshi Chiba, Toshiki Maruyama, Tomoyuki Maruyama,
  Hiroshi Takada, Tokio Fukahori, Yasuaki Nakahara, Akira Iwamoto","Analysis of the (N,xN') reactions by quantum molecular dynamics plus
  statistical decay model","26pages, Revtex is used, 15 Postscript figures are available by
  request from niita@hadron03.tokai.jaeri.go.jp",,"10.1103/PhysRevC.52.2620",,"nucl-th",,"  We propose a model based on quantum molecular dynamics (QMD) incorporated
with statistical decay model (SDM) to describe various nuclear reactions in an
unified way. In this first part of the work, the basic ingredients of the model
are defined and the model is applied systematically to the nucleon($N$)-induced
reactions. It has been found that our model can give a remarkable agreement in
the energy-angle double differential cross sections of $(N,xN')$ type reactions
for incident energies from 100 MeV to 3 GeV with a fixed parameter set. An
unified description of the major three reaction mechanisms of $(N,xN')$
reactions, i.e. compound, pre-equilibrium and spallation processes, is given
with our model.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 02:08:17 GMT""},{""version"":""v2"",""created"":""Fri, 4 Aug 1995 01:50:16 GMT""},{""version"":""v3"",""created"":""Mon, 25 Sep 1995 04:55:57 GMT""}]","2009-10-28"
"nucl-th/9508005",,"C. Hanhart, J. Haidenbauer, A. Reuber, C. Sch\""utz and J. Speth","The reaction $pp \to pp\pi^0$ near threshold",,"Phys.Lett. B358 (1995) 21-26","10.1016/0370-2693(95)00998-Z","KFA-IKP(TH)-1995-9","nucl-th",,"  We perform a momentum-space calculation of the reaction $pp \rightarrow pp\pi
^0$ near threshold. Direct production and pion rescattering are taken into
account. For the latter a T-matrix obtained from a microscopic model of the
$\pi N$ interaction is employed. The effects of some approximations commonly
used in studies of $ pp \rightarrow pp\pi ^0$ \ are discussed. We find that
those approximations overestimate the cross section and also modify its energy
dependence. We obtain a significant contribution from rescattering, but not
nearly enough to describe the data.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 13:28:10 GMT""}]","2009-10-28"
"nucl-th/9508008","Mitko Gaidarov","A.N. Antonov, M.V. Stoitsov, M.K. Gaidarov, S.S. Dimitrova, P.E.
  Hodgson","The hole spectral function and the relationship between overlap
  functions, natural orbitals and the one-body density matrix in nuclei","9 pages, LaTeX, no figures","J.Phys. G21 (1995) 1333-1340","10.1088/0954-3899/21/10/007",,"nucl-th",,"  A method to calculate the hole spectral function in the discrete part of the
spectrum is suggested within the natural orbital representation of the one-body
density matrix of $A$-nucleon system using its relationship with the overlap
functions of the eigenstates in the $(A-1)$-nucleon system.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 14:54:30 GMT""}]","2009-10-28"
"quant-ph/9508001","Daniel Rohrlich","J. Grunhaus, S. Popescu and D. Rohrlich","Jamming non-local quantum correlations","10 pp, LaTeX",,"10.1103/PhysRevA.53.3781","TAUP-2263-95","quant-ph",,"  We present a possible scheme to tamper with non-local quantum correlations in
a way that is consistent with relativistic causality, but goes beyond quantum
mechanics. A non-local ``jamming"" mechanism, operating within a certain
space-time window, would not violate relativistic causality and would not lead
to contradictory causal loops. The results presented in this Letter do not
depend on any model of how quantum correlations arise and apply to any jamming
mechanism.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 03:15:33 GMT""}]","2009-10-28"
"solv-int/9507006",,"A. Zujewski","Hamiltonian Structures on Coadjoint Orbits of Semidirect Product of
  $G=Diff_+(S^{1})$ and $C^{\infty}(S^1, {\bf R})$","17 pages, LaTeX",,,,"solv-int hep-th nlin.SI",,"  We consider the semidirect product of diffeomorphisms of the circle
$D={Diff}_+(S^1)$ and $C^{\infty}(S^{1}, {\bf R})$ functions, classify its
coadjoint orbits and prove the integrability of hamiltonian (Generalized
Dispersive Water Waves (DWW) and KdV-type) systems related to corresponding Lie
algebra centrally extended by Kac-Moody, Virasoro and semidirect product
cocycles with arbitrary coefficients.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 12:20:24 GMT""}]","2008-02-03"
