"alg-geom/9507017","Ron Donagi","Ron Donagi and Eyal Markman","Spectral curves, algebraically completely integrable Hamiltonian
  systems, and moduli of bundles","Latex, We restore the page numbers which were inadvertently omitted.
  The content stayed the same",,,,"alg-geom math.AG",,"  This is the expanded text of a series of CIME lectures. We present an
algebro-geometric approach to integrable systems, starting with those which can
be described in terms of spectral curves. The prototype is Hitchin's system on
the cotangent bundle of the moduli space of stable bundles on a curve. A
variant involving meromorphic Higgs bundles specializes to many familiar
systems of mathematics and mechanics, such as the geodesic flow on an ellipsoid
and the elliptic solitons. We then describe some systems in which the spectral
curve is replaced by various higher dimensional analogues: a spectral cover of
an arbitrary variety, a Lagrangian subvariety in an algebraically symplectic
manifold, or a Calabi-Yau manifold. One peculiar feature of the CY system is
that it is integrable analytically, but not algebraically: the Liouville tori
(on which the system is linearized) are the intermediate Jacobians of a family
of Calabi-Yau manifolds. Most of the results concerning these three types of
non-curve-based systems are quite recent. Some of them, as well as the
compatibility between spectral systems and the KP hierarchy, are new, while
other parts of the story are scattered through several recent preprints. As
best we could, we tried to maintain the survey style of this article, starting
with some basic notions in the field and building gradually to the recent
developments.
","[{""version"":""v1"",""created"":""Mon, 31 Jul 1995 23:00:47 GMT""},{""version"":""v2"",""created"":""Tue, 8 Aug 1995 15:35:29 GMT""}]","2008-02-03"
"hep-ph/9507464",,"Yung Su Tsai","Addendum to the Test of CP Violation in Tau Decay","6 page LaTeX file - To obtain a copy, send e-mail to
  techpub@slac.stanford.edu",,"10.1063/1.49259","SLAC-PUB-95-6967","hep-ph",,"  We discuss the test of CP and CPT violation in $\tau$ decay without using the
polarized electron beam by comparing partial fractions of $\tau^-$ and $\tau^+$
decay into channels with strong final state interactions. For example,
$\Gamma(\tau^-\rarrow \pi^-+\pi^0+\nu) \ne \Gamma(\tau^+\rarrow
\pi^++\pi^0+\nu)$ signifies violation of CP. The optimum energy to investigatge
CP violation in $\tau$ decay is discussed. We conclude that this energy is a
few MeV below $\psi(2s)$ in order to avoid the charm contribution and over
abundance of hadrons at the $\psi(2s)$ peak.
","[{""version"":""v1"",""created"":""Mon, 31 Jul 1995 22:02:20 GMT""}]","2015-06-25"
"hep-ph/9507465","Evan Reidell","Xiangdong Ji and Jian Tang (MIT)","Locality of the Strange Sea in the Nucleon","9 pages in REVTeX (more accurate data), with 4 PostScript figs","Phys.Lett. B362 (1995) 182-188","10.1016/0370-2693(95)01153-H","MIT-CTP-2456","hep-ph",,"  We introduce the concept of ``locality"" for the strange sea in the nucleon,
which measures proximity of the strange and anti-strange quarks in the momentum
and coordinate spaces. The CCFR data for the strange and anti-strange
distributions imply a ``local"" strange sea in the momentum space, which is
unexpected in QCD and is at variance with the simple meson-cloud model where
the strangeness is generated from the virtual transition of the nucleon to a
hyperon plus a kaon. We present a simple model to interpret the CCFR data and
to correlate momentum and coordinate space locality, yielding an upper bound of
0.005 fm$^2$ on the strange radius. We also discuss significances of locality
for other charge-conjugation-odd observables.
","[{""version"":""v1"",""created"":""Mon, 31 Jul 1995 21:09:35 GMT""},{""version"":""v2"",""created"":""Fri, 15 Sep 1995 18:05:14 GMT""}]","2015-06-25"
"hep-ph/9507467","Zepeda","William A. Ponce, Luis A. Wills and Arnulfo Zepeda","Systematic Study of Horizontal Gauge Theories","Major changes, 23 pages, Accepted for publication in Zeitschrift
  f\""ur Physik C, 1996. LaTeX file, no figures","Z.Phys. C73 (1997) 711-720",,,"hep-ph",,"  We analyze all the possible continuous horizontal gauge groups G_H in
relation with their possibility to explain m_b<<m_t. We assume that the only
effective fermionic degrees of freedom correspond to the known fermions but
allow the possibility of adding a right handed neutrino to each family. We
assume that the Higgs fields which generate masses for these fermions, trough
renormalizable Yukawa couplings, transform as an irreducible representation of
SU(3)_c\otimesSU(2)_L\otimesU(1)_Y\otimesG_H. Under these assumptions we find
two U(1)_H or U(1)_{H1}\otimesU(1)_{H2} models free of anomalies and able to
guarantee that only the top has a renormalizable mass-generating Yukawa
coupling.
","[{""version"":""v1"",""created"":""Mon, 31 Jul 1995 23:28:46 GMT""},{""version"":""v2"",""created"":""Wed, 13 Nov 1996 03:44:17 GMT""}]","2009-09-25"
"hep-ph/9507468",,"Bob Bailey (Eckerd College)","Di-photon + Jet Event Structure","6 pages Revtex, uuencoded postscript file containing 3 figures",,,"EC-HEP-950726","hep-ph",,"  New distributions are presented which allow di-photon + jet events to be
clearly separated into three classes of events based on the $p_{T}$ of the
final state particles and their separation $R$ = $\sqrt{(\Delta y)^{2} +
(\Delta \phi)^{2}}$. The analysis used can easily be extended to the case of
di-jet + photon.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 00:11:37 GMT""},{""version"":""v2"",""created"":""Wed, 2 Aug 1995 02:31:49 GMT""}]","2008-02-03"
"hep-ph/9507469",,"Bo-Qiang Ma and Tao Huang","Consequence of the Wigner Rotation: Perturbative QCD Analysis of the
  Pion Form Factor","18 Latex pages, two postscript figures included","J.Phys. G21 (1995) 765-7776","10.1088/0954-3899/21/6/006",,"hep-ph",,"  We analyse the perturbative contributions from the higher helicity
($\lambda_{1}+\lambda_{1}=\pm 1$) components, which should be naturally
contained in the light-cone wave function for the pion as a consequence of the
Wigner rotation, in the QCD calculation of the pion form factor. It is pointed
out that the contributions may provide the other fraction needed to fit the
pion form factor data besides the perturbative contributions from the ordinary
helicity components evaluated using the factorization formula with the
asymptotic form of the distribution amplitude. We suggest a way to test the
higher helicity state contributions.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 15:37:39 GMT""}]","2009-10-28"
"hep-ph/9508201","Dr. Peter A. Henning","E.Quack and P.A.Henning","Photon Production from a Quark--Gluon Plasma","Paper in ReVTeX. Figures and complete paper available via anonymous
  ftp, ftp://tpri6c.gsi.de/pub/phenning/hq95gam","Phys.Rev. D54 (1996) 3125-3136","10.1103/PhysRevD.54.3125","GSI-Preprint 95-42, revised version","hep-ph",,"  In-medium interactions of a particle in a hot plasma are considered in the
framework of thermal field theory. The formalism to calculate gauge invariant
rates for photon and dilepton production from the medium is given. In the
application to a QED plasma, astrophysical consequences are pointed out. The
photon production rate from strongly interacting quarks in the quark--gluon
plasma, which might be formed in ultrarelativistic heavy ion collisions, is
calculated in the previously unaccessible regime of photon energies of the
order of the plasma temperature. For temperatures below the chiral phase
transition, an effective field theory incorporating dynamical chiral symmetry
breaking is employed, and perturbative QCD at higher temperatures. A smooth
transition between both regions is obtained. The relevance to the soft photon
problem and to high energy heavy ion experiments is discussed.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 08:06:26 GMT""},{""version"":""v2"",""created"":""Sat, 6 Jan 1996 06:04:50 GMT""}]","2009-10-28"
"hep-ph/9508202","Alexander Krasnitz","J. Ambj{\o}rn and A. Krasnitz","The classical sphaleron transition rate exists and is equal to
  $1.1(\alpha_w T)^4$","12 pages, plain LaTeX, figures part of the LaTeX source, minor errors
  corrected, acknowledgment added, to be published in Phys. Lett. B","Phys.Lett. B362 (1995) 97-104","10.1016/0370-2693(95)01157-L","NBI-HE-95-23","hep-ph hep-lat hep-th",,"  Results of a large scale numerical simulation show that the high temperature
Chern-Simons number diffusion rate in the electroweak theory has a classical
limit $\Gamma = \kappa (\alpha_w T)^4$, where $\kappa = 1.09\pm 0.04$ and
$\alpha_w$ is the weak fine structure constant.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 11:42:15 GMT""},{""version"":""v2"",""created"":""Tue, 26 Sep 1995 12:52:08 GMT""}]","2009-10-28"
"hep-ph/9508203","Gennaro Miele","G. Miele","Quantum Statistics and Parton Distributions","20 pages, LaTeX, 8 epsfigures as uuencoded file. Contributed paper to
  LP95",,,"DSF-34/95","hep-ph",,"  A novel approach to parton distributions parameterization in terms of quantum
statistical functions is here outlined. The description, already proposed in
previous publications, is here improved by adding to the statistical
distributions an unpolarized {\it liquid} component. This new contribution to
fermion partons is able to reproduce the expected low $x$ behaviour of
structure functions. The analysis provides a satisfactory description of
polarized and unpolarized deep inelastic data and shows a possible connection
between the Gottfried and Bjorken sum rules.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 12:08:55 GMT""}]","2007-05-23"
"hep-ph/9508204","Gerhard Ecker","Gerhard Ecker and Martin Mojzis","Low-energy expansion of the pion-nucleon Lagrangian","10 pages, Latex, 1 figure in uuencoded postscript file embedded with
  epsfig.sty","Phys.Lett. B365 (1996) 312-318","10.1016/0370-2693(95)01275-3","UWThPh-1995-22","hep-ph nucl-th",,"  The renormalized pion-nucleon Lagrangian is calculated to O(p^3) in heavy
baryon chiral perturbation theory. By suitably chosen transformations of the
nucleon field, the Lagrangian is brought to a standard form.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 14:11:54 GMT""}]","2009-10-28"
"hep-ph/9508205",,"W.Melnitchouk (TU Munich) and A.W.Thomas (Adelaide)","Meson Cloud of the Nucleon in Polarized Semi-Inclusive Deep-Inelastic
  Scattering","23 pages REVTeX, 7 uuencoded figures, accepted for publication in
  Zeit. Phys. A","Z.Phys.A353:311-319,1995","10.1007/BF01292337","TUM/T39-95-7","hep-ph nucl-th",,"  We investigate the possibility of identifying an explicit pionic component of
the nucleon through measurements of polarized $\Delta^{++}$ baryon fragments
produced in deep-inelastic leptoproduction off polarized protons, which may
help to identify the physical mechanism responsible for the breaking of the
Gottfried sum rule. The pion-exchange model predicts highly correlated
polarizations of the $\Delta^{++}$ and target proton, in marked contrast with
the competing diquark fragmentation process. Measurement of asymmetries in
polarized $\Lambda$ production may also reveal the presence of a kaon cloud in
the nucleon.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 14:15:01 GMT""}]","2008-11-26"
"hep-th/9508001","Hisao Suzuki","Hisao Suzuki","Calabi-Yau Compactification of Type-IIB string and a Mass Formula of the
  Extreme Black Holes","10 gages, latex","Mod.Phys.Lett.A11:623-630,1996","10.1142/S0217732396000643","OU-HET 220","hep-th",,"  Recently proposed mechanism of the black hole condensation at conifold
singularity in type II string is an interesting idea from which we can
interpret the phase of the universal moduli space of the string vacua. It might
also be expected that the true physics is on the conifold singularity after
supersymmetry breaking. We derive a mass formula for the extreme black holes
caused by the self-dual 5-form field strength, which is stable and
supersymmetric. It is shown that the formula can be written by the moduli
parameters of Calabi-Yau manifold and can be calculated explicitly.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 07:06:18 GMT""},{""version"":""v2"",""created"":""Wed, 2 Aug 1995 01:54:57 GMT""}]","2010-11-19"
"math/9508207","J\""org Wenzel","Joerg Wenzel","Vector-valued Walsh-Paley martingales and geometry of Banach spaces",,,,"Banach Archive 8/1/95","math.FA",,"  The concept of Rademacher type $p$ ($1\leq p\leq2$) plays an important role
in the local theory of Banach spaces. In \cite{mas88} Mascioni considers a
weakening of this concept and shows that for a Banach space $X$ weak Rademacher
type $p$ implies Rademacher type $r$ for all $r<p$.
  As with Rademacher type $p$ and weak Rademacher type $p$, we introduce the
concept of Haar type $p$ and weak Haar type $p$ by replacing the Rademacher
functions by the Haar functions in the respective definitions. We show that
weak Haar type $p$ implies Haar type $r$ for all $r<p$. This solves a problem
left open by Pisier \cite{pis75}.
  The method is to compare Haar type ideal norms related to different index
sets.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 00:00:00 GMT""}]","2016-09-06"
"math/9508208","Kenneth A. Ribet","Kenneth A. Ribet","On the equation $a^p + 2^alpha b^p + c^p =0$",,,,"MSRI 1995-059","math.NT",,"  We discuss the equation $a^p + 2^\a b^p + c^p =0$ in which $a$, $b$, and $c$
are non-zero relatively prime integers, $p$ is an odd prime number, and $\a$ is
a positive integer. The technique used to prove Fermat's Last Theorem shows
that the equation has no solutions with $\a>1$ or $b$ even. When $\a=1$ and $b$
is odd, there are the two trivial solutions $(\pm 1, \mp 1, \pm 1)$. In 1952,
D\'enes conjectured that these are the only ones. Using methods of Darmon, we
prove this conjecture for $p\equiv1$ mod~4. We link the case $p\equiv3$ mod~4
to conjectures of Frey and Darmon about elliptic curves over~$\Q$ with
isomorphic mod~$p$ Galois representations.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 00:00:00 GMT""}]","2016-09-06"
"mtrl-th/9508001",,"K. Refson, R. A. Wogelius and D. G. Fraser and M. C. Payne and M. H.
  Lee and V. Milman","Water Chemisorption and Reconstruction of the MgO Surface","RevTeX, 4 pages, 1 Encapsulated Postscript Figure",,"10.1103/PhysRevB.52.10823",,"mtrl-th cond-mat.mtrl-sci",,"  The observed reactivity of MgO with water is in apparent conflict with
theoretical calculations which show that molecular dissociation does not occur
on a perfect (001) surface. We have performed ab-initio total energy
calculations which show that a chemisorption reaction involving a
reconstruction to form a (111) hydroxyl surface is strongly preferred with
Delta E = -90.2kJ/mol. We conclude that protonation stabilizes the otherwise
unstable (111) surface and that this, not the bare (001), is the most stable
surface of MgO under ambient conditions.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 14:17:54 GMT""}]","2009-10-28"
"nucl-th/9507046","Hiroaki Kounoh","H. Kouno, T. Mitsumori, K. Koide, N. Noda, A. Hasegawa, and M. Nakano","Volume, Coulomb, and volume-symmetry coefficients of nucleus
  incompressibility in the relativistic mean field theory with the excluded
  volume effects","PACS numbers, 21.65.+f, 21.30.+y",,,,"nucl-th",,"  The relation among the volume coefficient $K$(=incompressibility of the
nuclear matter), the Coulomb coefficient $K_c$, and the volume-symmetry
coefficient $K_{vs}$ of the nucleus incompressibility are studied in the
framework of the relativistic mean field theory with the excluded volume
effects of the nucleons, under the assumption of the scaling model. It is found
that $K= 300\pm 50$MeV is necessary to account for the empirical values of $K$,
$K_c$, and $K_{vs}$, simultaneously, as is in the case of the point-like
nucleons. The result is independent on the detail descriptions of the potential
of the $\sigma$-meson self-interaction and is almost independent on the
excluded volume of the nucleons.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 02:47:30 GMT""}]","2009-09-25"
"nucl-th/9508001","Kouichi Hagino","K. Hagino, N. Takigawa, and M. Abe","Thermal fission rate around super-normal phase transition","12 pages, Latex, Submitted to Physical Review C for publication, 3
  Postscript figures are available by request from
  hagino@nucl.phys.tohoku.ac.jp","Phys.Rev.C53:1840-1844,1996","10.1103/PhysRevC.53.1840",,"nucl-th cond-mat",,"  Using Langer's $Im F$ method, we discuss the temperature dependence of
nuclear fission width in the presence of dissipative environments. We introduce
a low cut-off frequency to the spectral density of the environmental
oscillators in order to mimic the pairing gap. It is shown that the decay width
rapidly decreases at the critical temperature, where the phase transition from
super to normal fluids takes place. Relation to the recently observed threshold
for the dissipative fission is discussed.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 13:34:20 GMT""}]","2008-11-26"
"nucl-th/9508002","Dr. Peter A. Henning","P.A.Henning, Ch.Hoelbling, M.Blasone and L.V.Razumov","Bose-Einstein correlations in thermal field theory","Paper in LaTeX. Figures and complete paper available via anonymous
  ftp, ftp://tpri6c.gsi.de/pub/phenning/hhbr95",,"10.1007/BF03053745","GSI-Preprint 95-41","nucl-th",,"  Two-particle correlation functions are calculated for bosons emitted from a
localized thermal source (the ``glow'' of a ``hot spot''). In contrast to
existing work, non-equilibrium effects up to first order in gradients of the
particle distribution function are taken into account. The spectral width of
the bosons is shown to be an important quantity: If it is too small, they do
not equilibrate locally and therefore strongly increase the measured
correlation radius. In memoriam of Eugene Wigner and Hiroomi Umezawa.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 13:59:00 GMT""}]","2022-02-23"
"patt-sol/9507005","Jose Geraldo Pereira","R. A. Kraenkel (Instituto de Fisica Teorica Universidade Estadual
  Paulista, Sao Paulo, Brazil), M. A. Manna (Physique Mathematique et
  Theorique, Universite de Montpellier II, Montpellier, France), J. C. Montero
  (Instituto de Fisica Teorica Universidade Estadual Paulista, Sao Paulo,
  Brazil) and J. G. Pereira (Instituto de Fisica Teorica Universidade Estadual
  Paulista, Sao Paulo, Brazil)","Boussinesq Solitary-Wave as a Multiple-Time Solution of the Korteweg-de
  Vries Hierarchy","12 pages, RevTex (to appear in J. Math Phys.)",,"10.1063/1.531190","IFT-P.033/95","patt-sol nlin.PS",,"  We study the Boussinesq equation from the point of view of a multiple-time
reductive perturbation method. As a consequence of the elimination of the
secular producing terms through the use of the Korteweg--de Vries hierarchy, we
show that the solitary--wave of the Boussinesq equation is a solitary--wave
satisfying simultaneously all equations of the Korteweg--de Vries hierarchy,
each one in an appropriate slow time variable.
","[{""version"":""v1"",""created"":""Mon, 31 Jul 1995 18:07:35 GMT""},{""version"":""v2"",""created"":""Mon, 25 Sep 1995 17:18:43 GMT""}]","2009-10-28"
"q-alg/9507035","Stephen Sawin","Louis H. Kauffman, Masahico Saito, Stephen Sawin","On Finiteness of Certain Vassiliev Invariants","7 pages, LaTeX, no figures. PS files available at
  http://web.mit.edu/org/m/mathdept/www/ or ftp://ftp-math-papers.mit.edu",,,,"q-alg math.QA",,"  The best known examples of Vassiliev invariants are the coefficients of a
Jones-type polynomial expanded after exponential substitution. We show that for
a given knot, the first $N$ Vassiliev invariants in this family determine the
rest for some integer $N$.
","[{""version"":""v1"",""created"":""Mon, 31 Jul 1995 16:28:48 GMT""}]","2008-02-03"
"q-alg/9508001","Branislav Jurco","B. Jurco, M. Schlieker","Quantized Lax Equations and Their Solutions","15 pages, LaTeX","Commun.Math.Phys. 185 (1997) 397-410","10.1007/s002200050096","CERN-TH/95-174, LBL-37416, UCB-PTH-95/18","q-alg hep-th math.QA nlin.SI solv-int",,"  Integrable systems on quantum groups are investigated. The Heisenberg
equations possessing the Lax form are solved in terms of the solution to the
factorization problem on the corresponding quantum group.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 09:20:47 GMT""}]","2009-10-28"
"q-alg/9508002","Vincent Pasquier","Vincent Pasquier","Scattering matrices and affine Hecke algebras","22 pages, harvmac, no figures, Lecture at Schladming, March 4,11 1995",,"10.1007/BFb0102556","T95/093","q-alg hep-th math.QA",,"  We construct the scattering matrices for an arbitrary Weyl group in terms of
elementary operators which obey the generalised Yang-Baxter equation. We use
this construction to obtain the affine Hecke algebras. The center of the affine
Hecke algebras coincides with commuting Hamiltonians. These Hamiltonians have
q-deformed affine Lie algebras as symmetry algebra.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 09:07:59 GMT""}]","2015-06-26"
