"alg-geom/9502002","Steven Rosenberg","Ying Zhu","A Generalization of the Kodaira Vanishing and Embedding Theorem","21 pages, amslatex postscript file",,,,"alg-geom dg-ga math.AG math.DG",,"  We give several generalizations of the Kodaira vanishing and embedding
theorems for K\""ahler manifolds to the case where the relevent line bundle has
a small region of negative curvature. To prove the vanishing theorems we adapt
techniques of Elworthy-Rosenberg for vanishing theorems in Riemannian geometry.
For the embedding theorem, we show that a K\""ahler manifold with a mostly
positive line bundle is Moishezon, since the usual blow up techniques do not
work in our situation.
","[{""version"":""v1"",""created"":""Thu, 2 Feb 1995 17:42:10 GMT""}]","2015-06-30"
"hep-th/9502024","Falceto","M. Asorey, F. Falceto, J. L. Lopez and G. Luzon","Nodes, Monopoles and Confinement in 2+1-Dimensional Gauge Theories","11 pages, revtex, no figures.","Phys.Lett. B349 (1995) 125-130","10.1016/0370-2693(95)00217-9","DFTUZ-94-16","hep-th",,"  In the presence of Chern-Simons interactions the wave functionals of physical
states in 2+1-dimensional gauge theories vanish at anumber of nodal points. We
show that those nodes are located at some classical configurations which carry
a non-trivial magnetic charge. In abelian gauge theories this fact explains why
magnetic monopoles are suppressed by Chern-Simons interactions. In non-abelian
theories it suggests a relevant role for nodal gauge field configurations in
the confinement mechanism of Yang-Mills theories. We show that the vacuum nodes
correspond to the chiral gauge orbits of reducible gauge fields with
non-trivial magnetic monopole components.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 13:11:33 GMT""}]","2009-10-28"
"hep-th/9502025","Fernando Falceto Blecua","M. Asorey and F. Falceto","Consistency of the Regularization of Gauge Theories by High Covariant
  Derivatives","20 pages, latex, 3 Postscript figures (expanded version)","Phys.Rev. D54 (1996) 5290-5301","10.1103/PhysRevD.54.5290",,"hep-th hep-ph",,"  We show that regularization of gauge theories by higher covariant derivatives
and gauge invariant Pauli-Villars regulators is a consistent method if the
Pauli-Villars vector fields are considered in a covariant in the regulating
Pauli-Villars fields is pathological and the original Slavnov proposal in
covariant Landau gauge is not correct because of the appearance of massless
modes in the regulators which do not decouple when the ultraviolet regulator is
removed. In such a case the method does not correspond to the regularization of
a pure gauge theory but that of a gauge theory in interaction with massless
ghost fields. This explains the problems pointed out by Martin and Ruiz in
covariant Landau gauge. However, a minor modification of Slavnov method
provides a consistent regularization even for such a case. The regularization
that we introduce also solves the problem of overlapping divergences in a way
similar to geometric regularization and yields the standard values of the
$\beta$ and $\gamma$ functions of the renormalization group equations.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 15:58:43 GMT""},{""version"":""v2"",""created"":""Tue, 29 Oct 1996 19:53:10 GMT""}]","2009-10-28"
"hep-th/9502026","Euro Spallucci","A.Aurilia, A.Smailagic, E.Spallucci","Conformal p-branes as a Source of Structure in Spacetime","10 pages, ReVTeX, no figures","Phys.Rev. D51 (1995) 4410-4414","10.1103/PhysRevD.51.4410","UTS-DFT-9408","hep-th",,"  We discuss a model of a conformal p-brane interacting with the world volume
metric and connection. The purpose of the model is to suggest a mechanism by
which gravity coupled to p-branes leads to the formation of structure rather
than homogeneity in spacetime. Furthermore, we show that the formation of
structure is accompanied by the appearance of a multivalued cosmological
constant, i.e., one which may take on different values in different domains, or
cells, of spacetime. The above results apply to a broad class of non linear
gravitational lagrangians as long as metric and connection on the p-brane
manifold are treated as independent variables.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 13:45:38 GMT""},{""version"":""v2"",""created"":""Mon, 6 Feb 1995 11:03:28 GMT""}]","2016-09-06"
"hep-th/9502027","Connie Jones","Ashok Das and Marcelo Hott","Supersymmetric Theories on a Non Simply Connected Space-Time","10 pages, TEX file, figures upon request from authors","Mod.Phys.Lett. A10 (1995) 893-900","10.1142/S0217732395000971","UR-1406, ER40685-853","hep-th",,"  We study the Wess-Zumino theory on ${\bf R}^3 \times S^1$ where a spatial
coordinate is compactified. We show that when the bosonic and fermionic fields
satisfy the same boundary condition, the theory does not develop a vacuum
energy or tadpoles. We work out the two point functions at one loop and show
that their forms are consistent with the nonrenormalization theorem. However,
the two point functions are nonanalytic and we discuss the structure of this
nonanalyticity.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 14:19:37 GMT""}]","2015-06-26"
"nucl-th/9502005",,"T.-S. H. Lee","Determination of the $\pi NN$ form factor from the threshold pion
  production of $pp$ scattering","8 pages",,,"ANL-PHY-7946-TH-95","nucl-th",,"  It is shown that the threshold productions of $\pi^0 pp$, $\pi^+ np$ and
$\pi^+ d$ from $pp$ collisions can be consistently described by a model
consisting of a pion s-wave rescattering and $N\bar N$ pair-terms of
heavy-meson exchanges. The large difference between $\sigma^{tot}
(pp\rightarrow\pi ^+ d)$ and $\sigma^{tot} (pp\rightarrow\pi ^+ np)$ is
understood from the orthogonality of the deuteron and the $np$ scattering wave
functions. In a calculation using the Paris potential to account for the
initial and final $NN$ interactions, it is found that the data can be best
reproduced by using a soft $\pi NN$ form factor with $\Lambda_{\pi} =650 $ MeV
for a monopole form. This is consistent with an earlier study of pion
production in the $\Delta$ excitation region.
","[{""version"":""v1"",""created"":""Thu, 2 Feb 1995 22:45:35 GMT""}]","2016-09-08"
"nucl-th/9502006",,"M.M. Sharma, G. Lalazissis, J. K\""onig and P. Ring,","Isospin Dependence of the Spin-Orbit Force and Effective Nuclear
  Potentials,","Revised, 11 pages (Revtex) and 2 figures available upon request,
  Preprint MPA-833, Physical Review Letters (in press).","Phys.Rev.Lett. 74 (1995) 3744-3747","10.1103/PhysRevLett.74.3744",,"nucl-th",,"  The isospin dependence of the spin-orbit potential is investigated for an
effective Skyrme-like energy functional suitable for density dependent
Hartree-Fock calculations. The magnitude of the isospin dependence is obtained
from a fit to experimental data on finite spherical nuclei. It is found to be
close to that of relativistic Hartree models. Consequently, the anomalous kink
in the isotope shifts of Pb nuclei is well reproduced.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 11:20:06 GMT""}]","2016-09-08"
"nucl-th/9502007","Sven Soff","S. Soff, S. A. Bass, C. Hartnack, H. Stoecker and W. Greiner","The Disappearance of Flow","19 pages, 7 eps-figures, uses psfig.sty; complete postscript file
  available at
  ftp://th.physik.uni-frankfurt.de/pub/bass/GSI-preprint_95-11.ps.Z","Phys.Rev.C51:3320-3325,1995","10.1103/PhysRevC.51.3320","GSI-95-11","nucl-th",,"  We investigate the disappearance of collective flow in the reaction plane in
heavy-ion collisions within a microscopic model (QMD). A systematic study of
the impact parameter dependence is performed for the system Ca+Ca. The balance
energy strongly increases with impact parameter. Momentum dependent
interactions reduce the balance energies for intermediate impact parameters
$b\approx4.5$ fm. Dynamical negative flow is not visible in the laboratory
frame but does exist in the contact frame for the heavy system Au+Au. For
semi-peripheral collisions of Ca+Ca with $b\approx6.5$ fm a new two-component
flow is discussed. Azimuthal distributions exhibit strong collectiv flow
signals, even at the balance energy.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 12:27:47 GMT""}]","2016-09-08"
"nucl-th/9502008","Anisul Ain Usmani","A.A. Usmani, Steven C. Pieper and Q.N. Usmani","Variational calculations of the $\Lambda$-seperation energy of the
  $_{\Lambda}^{17}$O hypernucleus","24 pages, 2 figs available by fax., for publication in Phys. Rev. C",,"10.1103/PhysRevC.51.2347","ILAS/SC-13/1994","nucl-th",,"  Variational Monte Carlo calculations have been made for the $_{
\Lambda}^{17}$O hypernucleus using realistic two- and three-baryon
interactions. A two pion exchange potential with spin- and space-exchange
components is used for the $\Lambda$N potential. Three-body two-pion exchange
and strongly repulsive dispersive $\Lambda$NN interactions are also included.
The trial wave function is constructed from pair- and triplet-correlation
operators acting on a single particle determinant. These operators consist of
central, spin, isospin, tensor and three- baryon potential components. A
cluster Monte Carlo method is developed for noncentral correlations and is used
with up to four-baryon clusters in our calculations. The three-baryon
$\Lambda$NN force is discussed.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 13:56:20 GMT""}]","2009-10-28"
"nucl-th/9502009","E. Lehmann","Rajeev K. Puri, E. Lehmann, Amand Faessler, S.W. Huang","Sensitivity of the nuclear equation of state towards relativistic
  effects","LaTex-file, 9 pages, 3 figures (available upon request), accepted for
  publication in Journal of Physics G","J.Phys. G21 (1995) 583-588","10.1088/0954-3899/21/4/010",,"nucl-th",,"  We analyze relativistic effects in transverse momentum using Quantum
Molecular Dynamics [QMD] and its covariant extension Relativistic Quantum
Molecular Dynamics [RQMD]. The strength of the relativistic effects is found to
increase with the bombarding energy and with an averaged impact parameter. The
variation in the intensity of the relativistic effects with variation in the
mass of the colliding nuclei is not systematic. Furthermore, the hard EOS is
affected drastically by the relativistic effects whereas the soft EOS is
affected less. Our analysis shows that up to the bombarding energy of 1
GeV/nucl., the influence of relativistic effects is small. Whereas at higher
energies, relativistic effects become naturally very important.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 15:15:10 GMT""}]","2016-09-08"
"nucl-th/9502010","E. Lehmann","Rajeev K. Puri, E. Lehmann, Amand Faessler, S.W. Huang","Study of non-equilibrium effects and thermal properties of heavy ion
  collisions using a covariant approach","LaTex-file, 17 pages, 8 figures (available upon request), Journal of
  Physics G20 (1994) 1817","J.Phys. G20 (1994) 1817-1828","10.1088/0954-3899/20/11/010",,"nucl-th",,"  Non-equilibrium effects are studied using a full Lorentz-invariant formalism.
Our analysis shows that in reactions considered here, no global or local
equilibrium is reached. The heavier masses are found to be equilibrated more
than the lighter systems. The local temperature is extracted using hot Thomas
Fermi formalism generalized for the case of two interpenetrating pieces of
nuclear matter. The temperature is found to vary linearly with bombarding
energy and impact parameter whereas it is nearly independent of the mass of the
colliding nuclei. This indicates that the study of temperature with medium size
nuclei is also reliable. The maximum temperatures obtained in our approach are
in a nice agreement with earlier calculations of other approaches. A simple
parametrization of maximal temperature as a function of the bombarding energy
is also given.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 15:14:02 GMT""}]","2016-09-08"
"nucl-th/9502011","E. Lehmann","E. Lehmann, Rajeev K. Puri, Amand Faessler, G. Batko, S.W. Huang","Consequences of a covariant Description of Heavy Ion Reactions at
  intermediate Energies","LaTex-file, 28 pages, 8 figures (available upon request), accepted
  for publication in Physical Review C","Phys.Rev.C51:2113-2124,1995","10.1103/PhysRevC.51.2113",,"nucl-th",,"  Heavy ion collisions at intermediate energies are studied by using a new RQMD
code, which is a covariant generalization of the QMD approach. We show that
this new implementation is able to produce the same results in the
nonrelativistic limit (i.e. 50MeV/nucl.) as the non-covariant QMD. Such a
comparison is not available in the literature. At higher energies (i.e. 1.5
GeV/nucl. and 2 GeV/nucl.) RQMD and QMD give different results in respect to
the time evolution of the phase space, for example for the directed transverse
flow. These differences show that consequences of a covariant description of
heavy ion reactions within the framework of RQMD are existing even at
intermediate energies.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 15:15:45 GMT""}]","2016-09-08"
"nucl-th/9502012","E. Lehmann","Rajeev K. Puri, E. Lehmann, Amand Faessler, S.W. Huang","Relativistic Effects in Heavy-Ion Collisions at SIS Energies","LatTex-file, 22 pages, 15 figures (available upon request), Z.Phys.A
  (in press)",,"10.1007/BF01292786",,"nucl-th",,"  The covariant and non-covariant Quantum Molecular Dynamics models are applied
to investigate possible relativistic effects in heavy ion collisions at SIS
energies. These relativistic effects which arise due to the full covariant
treatment of the dynamics are studied at bombarding energies E$_{lab.}$ = 50,
250, 500, 750, 1000, 1250, 1500, 1750 and 2000 MeV/nucl.. A wide range of the
impact parameter from b = 0 fm to b = 10 fm is also considered. In the present
study, five systems $^{12}$C-$^{12}$C, $^{16}$O-$^{16}$O, $^{20}$Ne-$^{20}$Ne,
$^{28}$Si-$^{28}$Si and $^{40}$Ca-$^{40}$Ca are investigated. The full
covariant treatment at low energies shows quite good agreement with the
corresponding non-covariant approach whereas at higher energies it shows less
stopping and hence less thermal equilibrium as compared to the non-covariant
approach. The collisions dynamics is less affected. The density using RQMD
rises and drops faster than with QMD. The relativistic effects show some
influence on the resonance matter production. Overall, the relativistic effects
at SIS energies ($\leq$ 2000 MeV/nucl.) are less significant.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 15:13:01 GMT""}]","2015-06-26"
"q-alg/9502004","Gannon Terry","Terry Gannon","Symmetries of the Kac-Peterson Modular Matrices of Affine Algebras","16 pp, plain tex",,"10.1007/BF01231448",,"q-alg math.QA",,"  The characters $\chi_\mu$ of nontwisted affine algebras at fixed level define
in a natural way a representation $R$ of the modular group $SL_2(Z)$. The
matrices in the image $R(SL_2(Z))$ are called the Kac-Peterson modular
matrices, and describe the modular behaviour of the characters. In this paper
we consider all levels of $(A_{r_1}\oplus\cdots\oplus A_{r_s})^{(1)}$, and for
each of these find all permutations of the highest weights which commute with
the corresponding Kac-Peterson matrices. This problem is equivalent to the
classification of automorphism invariants of conformal field theories, and its
solution, especially considering its simplicity, is a major step toward the
classification of all Wess-Zumino-Witten conformal field theories.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 00:38:53 GMT""}]","2016-09-08"
"q-alg/9502005","Johnson C. S. Chu","Chong-Sun Chu and Bruno Zumino","Realization of Vector fields for Quantum Groups as Pseudodifferential
  Operators on Quantum Spaces","16 pages, Latex, no figures, to appear in the Proceedings of the XX
  International Conference on Group Theory Methods in Physics, Toyonaka, Japan
  (1994)",,,"LBL-36746, UCB-PTH-95/04","q-alg hep-th math.QA",,"  The vector fields of the quantum Lie algebra are described for the quantum
groups $GL_q(N), SL_q(N)$ and $SO_q(N)$ as pseudodifferential operators on the
linear quantum spaces covariant under the corresponding quantum group. Their
expressions are simple and compact. It is pointed out that these vector fields
satisfy certain characteristic polynomial identities. The real forms $SU_q(N)$
and $SO_q(N,R)$ are discussed in detail.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 01:22:56 GMT""}]","2008-02-03"
"quant-ph/9502003","Aephraim M. Steinberg","Aephraim M. Steinberg","Conditional probabilities in quantum theory, and the tunneling time
  controversy","11 pages, latex, 4 postscript figures separate (one w/ 3 parts)","Phys.Rev.A52:32-42,1995","10.1103/PhysRevA.52.32",,"quant-ph",,"  It is argued that there is a sensible way to define conditional probabilities
in quantum mechanics, assuming only Bayes's theorem and standard quantum
theory. These probabilities are equivalent to the ``weak measurement''
predictions due to Aharonov {\it et al.}, and hence describe the outcomes of
real measurements made on subensembles. In particular, this approach is used to
address the question of the history of a particle which has tunnelled across a
barrier. A {\it gedankenexperiment} is presented to demonstrate the physically
testable implications of the results of these calculations, along with graphs
of the time-evolution of the conditional probability distribution for a
tunneling particle and for one undergoing allowed transmission. Numerical
results are also presented for the effects of loss in a bandgap medium on
transmission and on reflection, as a function of the position of the lossy
region; such loss should provide a feasible, though indirect, test of the
present conclusions. It is argued that the effects of loss on the pulse {\it
delay time} are related to the imaginary value of the momentum of a tunneling
particle, and it is suggested that this might help explain a small discrepancy
in an earlier experiment.
","[{""version"":""v1"",""created"":""Thu, 2 Feb 1995 22:17:17 GMT""}]","2016-09-08"
"solv-int/9501009","Chris Jarzynski","Christopher Jarzynski","Geometric phase effects for wavepacket revivals","Revtex, 11 pages, no figures.","Phys.Rev.Lett. 74 (1995) 1264","10.1103/PhysRevLett.74.1264","DOE/ER/40561-180-INT94-14-03","solv-int nlin.SI quant-ph",,"  The study of wavepacket revivals is extended to the case of Hamiltonians
which are made time-dependent through the adiabatic cycling of some parameters.
It is shown that the quantal geometric phase (Berry's phase) causes the revived
packet to be displaced along the classical trajectory, by an amount equal to
the classical geometric phase (Hannay's angle), in one degree of freedom. A
physical example illustrating this effect in three degrees of freedom is
mentioned.
","[{""version"":""v1"",""created"":""Thu, 2 Feb 1995 22:23:17 GMT""}]","2016-09-08"
"solv-int/9502001","Jarmo Hietarinta","J. Hietarinta, T. Kuusela and B. Malomed","Shock waves in the dissipative Toda lattice","10 pages in LaTeX, 5 figures available upon reguest",,"10.1088/0305-4470/28/11/007",,"solv-int nlin.SI",,"  We consider the propagation of a shock wave (SW) in the damped Toda lattice.
The SW is a moving boundary between two semi-infinite lattice domains with
different densities. A steadily moving SW may exist if the damping in the
lattice is represented by an ``inner'' friction, which is a discrete analog of
the second viscosity in hydrodynamics. The problem can be considered
analytically in the continuum approximation, and the analysis produces an
explicit relation between the SW's velocity and the densities of the two
phases. Numerical simulations of the lattice equations of motion demonstrate
that a stable SW establishes if the initial velocity is directed towards the
less dense phase; in the opposite case, the wave gradually spreads out. The
numerically found equilibrium velocity of the SW turns out to be in a very good
agreement with the analytical formula even in a strongly discrete case. If the
initial velocity is essentially different from the one determined by the
densities (but has the correct sign), the velocity does not significantly
alter, but instead the SW adjusts itself to the given velocity by sending
another SW in the opposite direction.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 10:00:30 GMT""}]","2016-09-08"
