"alg-geom/9502006","Alexander A. Voronov","Takashi Kimura, Jim Stasheff, and Alexander A. Voronov","Homology of moduli spaces of curves and commutative homotopy algebras","Terminology corrections and minor changes made, 18 pages, AMS-LaTeX",,,,"alg-geom hep-th math.AG math.QA q-alg",,"  We propose an explicit relation between the cohomology of compactified and
noncompactified moduli spaces of algebraic curves with punctures. This
relationship generalizes one between commutative algebras and Lie algebras
proposed by Lazard, Kontsevich and Ginzburg and Kapranov. More explicitly, we
show that the cohomology of one moduli space is the graph complex decorated
with the cohomology of the other, which in its turn generalizes Getzler's
result for the genus zero moduli. We also show that a certain class of algebras
over the chain operad of compactified moduli spaces has a natural structure of
a commutative homotopy algebra. This may be regarded as a lifting of the dot
product of Lian-Zuckerman's BV algebra structure to the cochain level, thus
complementing the results of an earlier paper hep-th/9307114 of the authors
regarding the BV bracket.
","[{""version"":""v1"",""created"":""Wed, 8 Feb 1995 22:42:01 GMT""},{""version"":""v2"",""created"":""Thu, 13 Apr 1995 22:01:27 GMT""}]","2008-02-03"
"hep-ph/9502259","Markus Luty","Markus A. Luty and Raman Sundrum","Heavy Meson Electromagnetic Mass Differences from QCD","20 pages, plain TeX, 1 uuencoded postscript figure","Phys.Rev.D52:1627-1638,1995","10.1103/PhysRevD.52.1627","HUTP-95/A006, MIT-CTP-2412","hep-ph",,"  We compute the electromagnetic mass differences of mesons containing a single
heavy quark in terms of measurable data using QCD-based arguments in
heavy-quark effective theory. We derive an unsubtracted dispersion relation
that shows that the mass differences are calculable in terms of the properties
of the lowest-lying physical intermediate states. We then consider the problem
in the large-$N$ limit, where $N$ is the number of QCD colors. In this limit,
we can write a kind of double-dispersion relation for the amplitude required to
determine the electromagnetic mass difference. We use this to derive analogs of
the Weinberg sum rules for heavy meson matrix elements valid to leading order
in $1/N$ and to $O(1/m_Q)$ in the heavy quark expansion. In order to obtain our
final result, we assume that the electromagnetic mass differences and sum rules
are dominated by the lowest-lying states in analogy with the situation for the
$\pi^+$--$\pi^0$ mass difference. Despite the fact that some of the matrix
elements appearing in our final result have not yet been accurately measured,
we can obtain useful numerical estimates: for example, we obtain $(M_{B^+} -
M_{B^0})^{EM} \simeq +1.8 \MeV$. We argue that our results are accurate to
about $30\%$.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:41:55 GMT""}]","2016-09-01"
"hep-ph/9502260",,"J.L. Feng, H. Murayama, M.E. Peskin, and X. Tata","TESTING SUPERSYMMETRY AT THE NEXT LINEAR COLLIDER","26pp, Revtex, 7 figures available upon request (text and figures
  available as ps at ftp://preprint.slac.stanford.edu/preprints/hep-ph/9502/ )","Phys.Rev.D52:1418-1432,1995","10.1103/PhysRevD.52.1418","SLAC-PUB-6654, LBL-36101, UH-511-804-94","hep-ph",,"  Up to now, almost all discussion of supersymmetry at future colliders has
been concerned with particle searches. However, if candidates for
supersymmetric particles are found, there is much more that we will want to
know about them. Supersymmetry predicts quantitative relations among the
couplings and masses of supersymmetric particles. We discuss the prospects for
testing such relations at a future $e^+e^-$ linear collider, using measurements
that exploit the availability of polarized beams. Precision tests from chargino
production are investigated in two representative cases, and sfermion and
neutralino processes are also discussed.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 07:17:00 GMT""},{""version"":""v2"",""created"":""Thu, 9 Feb 1995 07:55:00 GMT""}]","2016-09-01"
"hep-ph/9502261","Claude Bourrely","Claude Bourrely, Jacques Soffer","PHENOMENOLOGICAL APPROACH TO UNPOLARIZED AND POLARIZED PARTON
  DISTRIBUTIONS AND EXPERIMENTAL TESTS","23 pages, in Latex, 31 ps figures (in a separated file
  tar-gzip-uuencoded form)","Nucl.Phys. B445 (1995) 341-379","10.1016/0550-3213(95)00113-7","CPT-95/P.3160","hep-ph",,"  We recall our recent description of quark parton densities of the proton at
$Q^2=4 GeV^2$ in terms of Fermi-Dirac distributions parametrized with very few
free parameters. We have also proposed some simple assumptions to relate
unpolarized and polarized quark parton densities which lead to a fair
description of the spin-dependent structure functions $xg^p_1(x,Q^2)$ and
$xg^n_1(x,Q^2)$ at low $Q^2$. We will show the predictions we obtain after a
straightforward DGLAP $Q^2$ evolution and comparison in a much broader $x$ and
$Q^2$ range, with several recent and accurate deep-inelastic scattering data.
In particular, we will see that we get an excellent agreement with the sharp
rise of $F^{ep}_2(x,Q^2)$ for small $x$, recently observed at HERA. Finally, we
give several predictions for lepton pair and gauge boson production in $pp$ and
$pn$ collisions at high energies which will be tested in the future at RHIC.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 10:09:10 GMT""}]","2016-09-01"
"hep-ph/9502262","Serguei Manayenkov","B.I.Ermolaev, S.I.Manayenkov, M.G.Ryskin","NON-SINGLET STRUCTURE FUNCTIONS AT SMALL X","18 pages, latex, 5 figures appended as uuencoded file","Z.Phys. C69 (1996) 259-267",,"DESY 95-017","hep-ph",,"  The small x behaviour of the non-singlet structure function is studied within
the double logarithmic approximation (DLA) of perturbative QCD. Since there is
neither $k_T$ nor $\theta$ ordering in the ladder Feynman graphs, the predicted
non-singlet quark densities for the HERA kinematical range ($x\sim 10^{-3}$)
exceed the values calculated from the small-$x$ approximation of the
conventional Altarelli-Parisi evolution by a factor up to ten.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 10:59:33 GMT""}]","2016-09-01"
"hep-ph/9502263","Carlo Giunti","S.M. Bilenky and C. Giunti","ARE THERE STERILE NEUTRINOS IN THE FLUX OF SOLAR NEUTRINOS ON THE EARTH?","Revised reference list. Revtex file, 15 pages + 4 figures (included).
  The postscript file of text and figures is available at
  ftp://toxd01.to.infn.it/pub/giunti/1995/dftt-12-95/dftt-12-95.ps.Z","Z.Phys.C68:495-502,1995","10.1007/BF01620728","DFTT 12/95. To be published in Zeitschrift fur Physik C.","hep-ph astro-ph",,"  It is shown that the future SNO and Super-Kamiokande experiments, in which
high energy $^8\mathrm{B}$ neutrinos will be detected through the observation
of CC, NC and $\nu$--$e$ elastic scattering processes, could allow to reveal in
a model independent way the presence of sterile neutrinos in the flux of solar
neutrinos on the earth. Lower bounds for different averaged values of the
probability of transition of solar $\nu_e$'s into sterile states and for the
total flux of $^8\mathrm{B}$ neutrinos are derived in terms of measurable
quantities. The possibilities to reveal the presence of $\nu_\mu$ and/or
$\nu_\tau$ in the solar neutrino flux on the earth are also considered and the
case of transitions of solar $\nu_e$'s only into sterile states is discussed.
Some numerical results for a simple model with $\nu_e$--$\nu_s$ mixing are
given.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 12:44:02 GMT""},{""version"":""v2"",""created"":""Thu, 23 Mar 1995 14:54:11 GMT""}]","2009-09-25"
"hep-th/9502056",,"C. Neves, E. M. C. de Abreu and C. Wotzasek","ON THE COVARIANTIZATION OF THE CHIRAL CONSTRAINT","Latex, 10 pages, no figures","Z.Phys. C68 (1995) 509-512","10.1007/BF01620730","UR-1410-95","hep-th",,"  We show that a complete covariantization of the chiral constraint in the
Floreanini-Jackiw necessitates an infinite number of auxiliary Wess-Zumino
fields otherwise the covariantization is only partial and unable to remove the
nonlocality in the chiral boson operator. We comment on recent works that claim
to obtain covariantization through the use of Batalin-Fradkin-Tyutin method,
that uses just one Wess-Zumino field.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 05:29:25 GMT""}]","2015-06-26"
"hep-th/9502057","Amit Giveon","Luciano Girardello, Amit Giveon, Massimo Porrati, and Alberto
  Zaffaroni","S-Duality in N=4 Yang-Mills Theories with General Gauge Groups,","39 pages, NYU-TH-94/12/1, IFUM/488/FT, CPTH-A347-01/95, RI-12-94","Nucl.Phys. B448 (1995) 127-165","10.1016/0550-3213(95)00177-T",,"hep-th",,"  't Hooft construction of free energy, electric and magnetic fluxes, and of
the partition function with twisted boundary conditions, is extended to the
case of $N=4$ supersymmetric Yang-Mills theories based on arbitrary compact,
simple Lie groups. The transformation of the fluxes and the free energy under
S-duality is presented. We consider the partition function of $N=4$ for a
particular choice of boundary conditions, and compute exactly its leading
infrared divergence. We verify that this partition function obeys the
transformation laws required by S-duality. This provides independent evidence
in favor of S-duality in $N=4$ theories.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 10:02:00 GMT""},{""version"":""v2"",""created"":""Thu, 9 Feb 1995 10:23:00 GMT""}]","2016-09-06"
"hep-th/9502058","Yaron Oz","YARON OZ","ON TOPOLOGICAL $2D$ STRING AND INTERSECTION THEORY","Latex, 10 pages, no figures","Phys.Lett.B355:135-140,1995","10.1016/0370-2693(95)00740-C","TAUP-2234-95","hep-th",,"  The topological description of $2D$ string theory at the self-dual radius is
studied in the algebro-geometrical formulation of the $A_{k+1}$ topological
models at $k=-3$. Genus zero correlators of tachyons and their gravitational
descendants are computed as intersection numbers on moduli space and compared
to $2D$ string results. The interpretation of negative momentum tachyons as
gravitational descendants of the cosmological constant, as well as
modifications of this, is shown to imply a disagreement between $2D$ string
correlators and the associated intersection numbers.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 15:28:45 GMT""}]","2016-09-06"
"math/9502205","Michiel Van Lambalgen","Vladimir Kanovei and Michiel van Lambalgen","On a Spector ultrapower of the Solovay model",,"Math. Logic Quarterly, 1997, 43, 2, pp. 389--395","10.1002/malq.19970430311","Logic E-prints February 09, 1995","math.LO",,"  We prove that a Spector--like ultrapower extension $\gN$ of a countable
Solovay model $\gM$ (where all sets of reals are Lebesgue measurable) is equal
to the set of all sets constructible from reals in a generic extension
$\gM[\al]$ where $\al$ is a random real over $\gM.$ The proof involves an
almost everywhere uniformization theorem in the Solovay model.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2018-08-22"
"math/9502210",,"Daniel E. Loeb, Gian-Carlo Rota","Recent contributions to the calculus of finite differences: a survey",,,,"LACES 05A-95-10","math.CO",,"  We retrace the recent history of the Umbral Calculus. After studying the
classic results concerning polynomial sequences of binomial type, we generalize
to a certain type of logarithmic series. Finally, we demonstrate numerous
typical examples of our theory.
  Nous passons en revue ici les resultats recents du calcul ombral. Nous nous
interessons tout d'abord aux resultats classique appliqu\'es aux suites de
polyn\^omes de type binomial, pius elargions le champ d'\'etude aux series
logarithmiques. Enfin nous donnons de nombreaux exemples types d'application de
cette th\'eorie.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2016-09-06"
"math/9502211",,"Alessandro Di Bucchianico, Daniel E. Loeb","DX-operator expansion",,,,"LACES 05A-95-11","math.CO",,"  We characterize those linear operators that can be expressed as a sum over k
of terms of the form f_k(D) x^k and give several examples.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2016-09-06"
"math/9502212",,"Alessandro Di Bucchianico, Daniel E. Loeb","Proof of a conjecture of Narayana on dominance refinements of the
  Smirnov two-sample test",,,,"LACES 05A-95-14","math.CO",,"  We prove the following conjecture of Narayana: there are no dominance
refinements of the Smirnov two-sample test if and only if the two sample sizes
are relatively prime.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2008-02-03"
"math/9502213",,"Anne Bottreau, Alessandro Di Bucchianico, Daniel E. Loeb","Maple umbral calculus package",,,,"LACES 05A-95-15","math.CO",,"  We are developing a Maple package of functions related to Rota's Umbral
Calculus. A Mathematica version of this package is being developed in parallel.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2016-09-06"
"math/9502214",,"S. Anelli, Ernesto Damiani, Ottavio D'Antona, Daniel E. Loeb","Getting results with negative thinking",,,,"LACES 05A-95-17","math.CO",,"  Given a universe of discourse $U$, a {\em multiset} can be thought of as a
function $M$ from $U$ to the natural numbers ${\bf N}$. In this paper, we
define a {\em hybrid set} to be any function from the universe $U$ to the
integers ${\bf Z}$. These sets are called hybrid since they contain elements
with either a positive or negative multiplicity. Our goal is to use these
hybrid sets {\em as if} they were multisets in order to adequately generalize
certain combinatorial facts which are true classically only for nonnegative
integers.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2009-09-25"
"math/9502215",,"Alessandro Di Bucchianico, Daniel E. Loeb","A simpler characterization of Sheffer polynomial",,,,"LACES 05A-95-18","math.CO",,"  We characterize the Sheffer sequences by a single convolution identity $$
F^{(y)} p_{n}(x) = \sum _{k=0}^{n}\ p_{k}(x)\ p_{n-k}(y)$$ where $F^{(y)}$ is a
shift-invariant operator. We then study a generalization of the notion of
Sheffer sequences by removing the requirement that $F^{(y)}$ be
shift-invariant. All these solutions can then be interpreted as cocommutative
coalgebras. We also show the connection with generalized translation operators
as introduced by Delsarte. Finally, we apply the same convolution to symmetric
functions where we find that the ``Sheffer'' sequences differ from ordinary
full divided power sequences by only a constant factor.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2016-09-06"
"math/9502216",,"Daniel E. Loeb","Series with general exponents",,,,"LACES 05A-95-3","math.CO",,"  We define the Artinian and Noetherian algebra which consist of formal series
involving exponents which are not necessarily integers. All of the usual
operations are defined here and characterized. As an application, we compute
the algebra of symmetric functions with nonnegative real exponents. The
applications to logarithmic series and the Umbral calculus are deferred to
another paper.
  On d\'efinit ici les alg\`ebres Artinienne et Noetherienne comme \'etant des
alg\`ebres constitu\'ees des s\'eries formelles \`a exposants pas
n\'ecessairement entiers. On definit sur ces alg\`ebres toutes les op\'erations
classiques et on les caracterise. Comme exemple d'exploitation de cette
th\'eorie, on s'interesse \`a alg\`ebre de fonctions sym\'etriques &agrave
exponsants r\`eels en nonn\'egatifs. Une autre publication est consacr\'ee aux
applications aux series logarithmiques et au calcul ombral.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2016-09-06"
"math/9502217",,"Daniel E. Loeb","A generalization of Stirling numbers",,,,"LACES 05A-95-5","math.CO",,"  We generalize the Stirling numbers of the first kind $s(a,k)$ to the case
where $a$ may be an arbitrary real number. In particular, we study the case in
which $a$ is an integer. There, we discover new combinatorial properties held
by the classical Stirling numbers, and analogous properties held by the
Stirling numbers $s(n,k)$ with $n$ a negative integer.
  On g\'{e}n\'{e}ralise ici les nombres de Stirling du premier ordre $s(a,k)$
au cas o\`u $a$ est un r\'eel quelconque. On s'interesse en particulier au cas
o\`u $a$ est entier. Ceci permet de mettre en evidence de nouvelles
propri\'et\'es combinatoires aux quelles obeissent les nombres de Stirling
usuels et des propri\'et\'es analougues auquelles obeissent les nombres de
Stirling $s(n,k)$ o\`u $n$ est un entier n\`egatif.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2008-02-03"
"math/9502218",,"Daniel E. Loeb","A generalization of the binomial coefficients",,,,"LACES 05A-95-6","math.CO",,"  We pose the question of what is the best generalization of the factorial and
the binomial coefficient. We give several examples, derive their combinatorial
properties, and demonstrate their interrelationships.
  On cherche ici \`a d\'eterminer est la meilleure g\'en\'eralisation possible
des factorielles et des coefficients du bin\^oome. On s'interesse \`a plusieurs
exemples, \`a leurs propri\'et\'es combinatoires, et aux differentes relations
qu'ils mettent en jeu.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2016-09-06"
"math/9502219",,"Daniel E. Loeb","The iterated logarithmic algebra",,,,"LACES 05A-95-7","math.CO",,"  We generalize the Umbral Calculus of G-C. Rota by studying not only sequences
of polynomials and inverse power series, or even the logarithms studied in, but
instead we study sequences of formal expressions involving the iterated
logarithms and x to an arbitrary real power.
  Using a theory of formal power series with real exponents, and a more general
definition of factorial, binomial coefficient, and Stirling numbers to all the
real numbers, we define the Iterated Logarithmic Algebra I. Its elements are
the formal representations of the asymptotic expansions of a large class of
real functions, and we define the harmonic logarithm basis of I which will be
interpreted as a generalization of the powers x^n since it behaves nicely with
respect to the derivative
  We classify all operators over I which commute with the derivative
(classically these are known as shift-invariant operators), and formulate
several equivalent definitions of a sequence of binomial type. We then derive
many formulas useful towards the calculation of these sequences including the
Recurrence Formula, the Transfer Formula, and the Lagrange Inversion Formula.
Finally, we study Sheffer sequences, and give many examples.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2016-09-06"
"math/9502220",,"Daniel E. Loeb","The iterated logarithmic algebra II: Sheffer sequences",,,,"LACES 05A-95-8","math.CO",,"  An extension of the theory of the Iterated Logarithmic Algebra gives the
logarithmic analog of a Sheffer or Appell sequence of polynomials. This leads
to several examples including Stirling's formula and a logarithmic version of
the Euler-MacLaurin summation formula.
  Gr\^ace \`a une g\'en\'eralisation de la th\'eorie de l'alg\`ebre des
logarithmes it\'er\'es, on definit un analogue logarithmique des suites de
polyn\^omes de Sheffer et d'Appell. Quelques exemples d'applications permettent
de d\'eduire la formule de Stirling ainsi qu'un version logarithmique de la
formule de sommation de Euler--MacLaurin.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2016-09-06"
"math/9502221",,"Daniel E. Loeb","Sequences of symmetric functions of binomial type",,,,"LACES 05A-95-9","math.CO",,"  We take advantage of the combinatorial interpretations of many sequences of
polynomials of binomial type to define a sequence of symmetric functions
corresponding to each sequence of polynomials of binomial type. We derive many
of the results of Umbral Calculus in this context including a Taylor's
expansion and a binomial identity for symmetric functions. Surprisingly, the
delta operators for all the sequences of binomial type correspond to the same
operator on symmetric functions.
  On s'appuie ici sur les interpr\'etations combinatoires de nombreuses suites
de polyn\^omes de type binomial pour d\'efinir une suite de fonctions
sym\'etriques associ\'ee \`a chque suite de polyn\^omes de type binomial. On
retrouve dans ce cadre, de nombreaux r\'esultats du calcul ombral, en
particulier une version de la formule de Taylor et la formule d'identit\'e du
bin\^ome pour les fonctions sym\'etriques. On s'aper\oit que les op\'erateurs
differentiels de degr\'e un pour toutes les suite de polyn\^omes de type a
binomial correspondent \`a un op\'erateur unique sur les fonction
sym\'etriques.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2009-09-25"
"math/9502222",,"Andrew J. Lazarus, Daniel E. Loeb, James G. Propp, Daniel Ullman","Richman games",,"In: Games of No Chance (Berkeley, CA, 1994), Math. Sci. Res. Inst.
  Publ. 29, 439--449, Cambridge Univ. Press, Cambridge (1996)",,"LACES 05C-95-16","math.CO",,"  A Richman game is a combinatorial game in which, rather than alternating
moves, the two players bid for the privilege of making the next move. We
consider both the case where the players pay each other and the case where the
players pay a neutral third party. We find optimal strategies considering both
the case where the players know how much money their opponent has and the case
where they do not.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2009-09-25"
"math/9502223",,"Daniel E. Loeb","A new proof of Monjardet's median theorem",,,,"LACES 05D-95-13","math.CO",,"  New proofs are given for Monjardet's theorem that all strong simple games
(i.e., ipsodual elements of the free distributive lattice) can be generated by
the median operation. Tighter limits are placed on the number of iterations
necessary. Comparison is drawn with the $\chi$ function which also generates
all strong simple games.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2008-02-03"
"math/9502224",,"Erensto Damiani, Ottavio D'Antona, Daniel E. Loeb","Symmetric chain decompositions of B_n and Pi_n",,,,"LACES 06A-95-2","math.CO",,"  We review the Green/Kleitman/Leeb interpretation of de Bruijn's symmetric
chain decomposition of ${\cal B}_{n}$, and explain how it can be used to find a
maximal collection of disjoint symmetric chains in the nonsymmetric lattice of
partitions of a set.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2016-09-06"
"math/9502225",,"Duane M. Broline, Daniel E. Loeb","The combinatorics of Mancala-type games: Ayo, Tchoukaitlon, and 1/pi",,,,"LACES 90D-95-1","math.CO",,"  Certain endgame considerations in the two-player Nigerian Mancala-type game
Ayo can be identified with the problem of finding winning positions in the
solitaire game Tchoukaitlon. The periodicity of the pit occupancies in $s$
stone winning positions is determined. Given $n$ pits, the number of stones in
a winning position is found to be asymptotically bounded by $n^{2}/\pi$.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2009-09-25"
"math/9502237","Maggie McLoughlin","Donald E. Knuth","The Knowlton-Graham partition problem",,"J. Combin. Theory Ser. A 73 (1996), no. 1, 185--18",,"Knuth migration 11/2004","math.CO",,"  A set partition technique that is useful for identifying wires in cables can
be recast in the language of 0--1 matrices, thereby resolving an open problem
stated by R.~L. Graham in Volume 1 of this journal. The proof involves a
construction of 0--1 matrices having row and column sums without gaps.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 00:00:00 GMT""}]","2008-02-03"
"nucl-th/9502023",,"R. Rapp and J. Wambach","Thermal Properties of a Hot Pion Gas beyond the Quasiparticle
  Approximation","12 pages LaTex (3 figures uuencoded)","Phys.Lett. B351 (1995) 50-55","10.1016/0370-2693(95)00361-N","UIUC-P-95-02-010","nucl-th",,"  Within the Matsubara formalism we derive expressions for the pion self-energy
and the two-pion propagator in a hot pion gas. These quantities are used to
selfconsistently calculate the in-medium $\pi\pi$ amplitude beyond the
quasiparticle approximation (QPA). The results are shown to differ
significantly from QPA-based calculations. We also examine the impact of chiral
constraints on the $\pi\pi$ interaction in a chirally improved version of the
J\""ulich $\pi\pi$ model.
","[{""version"":""v1"",""created"":""Wed, 8 Feb 1995 17:42:33 GMT""},{""version"":""v2"",""created"":""Thu, 9 Feb 1995 16:55:49 GMT""}]","2016-09-08"
"nucl-th/9502026","Sergei Akulinichev","S.V.Akulinichev","Evidence for excess pions in nuclei","Latex, 11 pages, 2 PS figures compressed and uuencoded",,,"INR 0878/95","nucl-th hep-ph",,"  We analize two reactions: the electroproduction at small x and the Drell-Yan
production by protons on nuclei. We show that nuclear shadowing in
electroproduction is larger if the virtuality of inter- mediate hadrons is
properly taken into account. In the Drell-Yan production, initial state
interactions of fast partons are included. With this input, the excess pion
contribution improves the description of data for both reactions.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 10:42:05 GMT""}]","2016-09-08"
"q-alg/9502007","Andrea Lorek","A. Lorek and J. Wess","Dynamical Symmetries in q-deformed Quantum Mechanics","19 pages, latex, no figures","Z.Phys. C67 (1995) 671-680","10.1007/BF01553994","MPI-PhT/95-1, GK-MP 9502/17","q-alg hep-th math.QA",,"  The dynamical algebra of the q-deformed harmonic oscillator is constructed.
As a result, we find the free deformed Hamiltonian as well as the Hamiltonian
of the deformed oscillator as a complicated, momentum dependent interaction
Hamiltonian in terms of the usual canonical variables. Furthermore we construct
a well-defined algebra SU$_q$(1,1) with consistent conjugation properties and
comultiplication. We obtain non lowest weight representations of this algebra.
","[{""version"":""v1"",""created"":""Wed, 8 Feb 1995 16:07:34 GMT""}]","2016-09-08"
"quant-ph/9502008","Karl Svozil","Karl Svozil","Consistent use of paradoxes in deriving constraints on the dynamics of
  physical systems and of no-go-theorems","10 pages, latex, no figures","Annals N.Y.Acad.Sci. 755 (1995) 834-841","10.1111/j.1749-6632.1995.tb39024.x",,"quant-ph",,"  The classical methods used by recursion theory and formal logic to block
paradoxes do not work in quantum information theory. Since quantum information
can exist as a coherent superposition of the classical ``yes'' and ``no''
states, certain tasks which are not conceivable in the classical setting can be
performed in the quantum setting. Classical logical inconsistencies do not
arise, since there exist fixed point states of the diagonalization operator. In
particular, closed timelike curves need not be eliminated in the quantum
setting, since they would not lead to any paradoxical outcome controllability.
Quantum information theory can also be subjected to the treatment of
inconsistent information in databases and expert systems. It is suggested that
any two pieces of contradicting information are stored and processed as
coherent superposition. In order to be tractable, this strategy requires
quantum computation.
","[{""version"":""v1"",""created"":""Wed, 8 Feb 1995 16:16:01 GMT""}]","2016-09-08"
