"acc-phys/9506001","George Parzen","G. Parzen (Brookhaven National Laboratory)","Normal Mode Tunes for Linear Coupled Motion in Six Dimensional Phase
  Space","3 pages, gzipped postscript paper (77k)",,,"BNL-61168","acc-phys physics.acc-ph",,"  The motion of a particle in 6-dimensional phase space in the presence of
linear coupling can be written as the sum of 3 normal modes. A cubic equation
is found for the tune of the normal modes, which allows the normal mode tunes
to be computed from the 6x6 one turn transfer matrix. This result is similar to
the quadratic equation found for the normal mode tunes for the motion of a
particle in 4-dimensional phase space. These results are useful in tracking
programs where the one turn transfer matrix can be computed by multiplying the
transfer matrices of each element of the lattice. The tunes of the 3 normal
modes, for motion in 6-dimensional phase space, can then be found by solving
the cubic equation. Explicit solutions of the cubic equation for the tune are
given in terms of the elements of the 6x6 one turn transfer matrix.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 13:43:40 GMT""}]","2008-02-03"
"hep-ph/9506257","Helmut Neufeld","K. Huber and H. Neufeld","The decay $\rho^0 \to \pi^+ \pi^- \gamma$ and the chiral invariant
  interactions of vector mesons","7 pages, latex","Phys.Lett. B357 (1995) 221-224","10.1016/0370-2693(95)00869-M","UWThPh-1995-14","hep-ph",,"  Using the close relationship between the low--energy constants of chiral
perturbation theory and the chiral invariant interactions of the vector meson
resonances with the pseudoscalar mesons, we investigate the process $\rho^0 \ra
\pi^+ \pi^- \gamma$. Compared with the contribution from the pure
bremsstrahlung mechanism, we find an enhancement of the decay rate near the
endpoint of the photon energy spectrum. Such a particular shape of the
differential decay rate has indeed been observed experimentally and turns out
to be an important confirmation of the theoretical concept of chiral vector
meson dominance.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 15:02:44 GMT""}]","2009-10-28"
"hep-ph/9506262",,"Alan Kostelecky and Stuart Samuel","Self-Maintained Coherent Oscillations in Dense Neutrino Gases","To appear in Physical Review D, July 1995","Phys.Rev.D52:621-627,1995","10.1103/PhysRevD.52.621","IUHET 291, December 1994","hep-ph",,"  We present analytical solutions to the nonlinear equations describing the
behavior of a gas of neutrinos with two flavors. Self-maintained coherent
flavor oscillations are shown to occur when the gas density exceeds a critical
value determined by the neutrino masses and the mean neutrino energy in the
gas. Similar oscillations may have occurred in the early Universe.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 15:34:36 GMT""}]","2009-09-25"
"hep-th/9506034","R. D. Simmons","N. Mohammedi, R.T. Moss, R.D. Simmons","A Dual Description of the Four Dimensional Non-Linear Sigma Model","17 pages, LaTeX2e, no figures, uses axodraw package for Feynman
  diagrams available by anonymous ftp at ftp://ftp.nikhef.nl/pub/form/axodraw","Z.Phys. C75 (1997) 173-181",,"SHEP 95/19","hep-th hep-ph",,"  The dual of the four dimensional non-linear sigma model is constructed using
techniques familiar to string theory. This construction necessitates the
introduction of a rank two antisymmetric tensor field whose properties are
examined. The physics of the dual theory and that of the original model are
compared. As an illustration we study in detail the SU(2) chiral model. We find
that the scattering amplitudes of the charged Goldstone bosons in the two
theories are in complete agreement at the one loop level.
","[{""version"":""v1"",""created"":""Tue, 6 Jun 1995 16:30:43 GMT""}]","2007-05-23"
"hep-th/9506036","Nathan Berkovits P.","Nathan Berkovits","New Spacetime-Supersymmetric Methods for the Superstring","Talk at Strings '95 conference, 12 pages tex",,,"IFUSP-P-1161","hep-th",,"  In this talk, the new spacetime-supersymmetric description of the superstring
is reviewed and some of its applications are described. These applications
include the manifestly spacetime-supersymmetric calculation of scattering
amplitudes, the construction of a super-Poincar\'e invariant open superstring
field theory, and the beta-function calculation of low-energy equations of
motion in superspace. Parts of this work have been done in collaboration with
deBoer, van Nieuwenhuizen, Ro\v{c}ek, Sezgin, Skenderis, Stelle, and
especially, Siegel and Vafa.
","[{""version"":""v1"",""created"":""Tue, 6 Jun 1995 18:10:08 GMT""}]","2007-05-23"
"hep-th/9506037","Kumar Alok","Anindya K. Biswas, Alok Kumar and Koushik Ray (Institute of Physics,
  Bhubaneswar, India.)","Symmetries of Heterotic String Theory","26 pages, Few comments added, version to appear in Nuclear Physics B","Nucl.Phys. B453 (1995) 181-198","10.1016/0550-3213(95)00432-R","IP/BBSR/95-51","hep-th",,"  We study the symmetries of the two dimensional Heterotic string theory by
following the approach of Kinnersley et al for the study of stationary-axially
symmetric Einstein-Maxwell equations. We identify the finite dimensional groups
$G'$ and $H'$ for the Einstein-Maxwell equations. We also give the
constructions for the infinite number of conserved currents and the affine
$\hat{o}(8, 24)$ symmetry algebra in this formulation. The generalized Ehlers
and Harrison transformations are identified and a parallel between the infinite
dimensional symmetry algebra for the heterotic string case with $\hat{sl}(3,
R)$ that arise in the case of Einstein-Maxwell equations is pointed out.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 07:25:38 GMT""},{""version"":""v2"",""created"":""Sun, 11 Jun 1995 19:04:40 GMT""},{""version"":""v3"",""created"":""Fri, 18 Aug 1995 20:27:07 GMT""}]","2009-10-28"
"hep-th/9506038","Jin-Ho Cho","Jin-Ho Cho and Hyuk-jae Lee","Induced Spin from the $ISO(2,1)$ Gauge Theory with the Gravitational
  Chern-Simons Term","LaTeX 8 pages, To be published in Phys. Lett. B","Phys.Lett. B351 (1995) 111-115","10.1016/0370-2693(95)00360-W","KAIST-CHEP-94/20, SNUTP 94-80","hep-th",,"  In the context of $ISO(2,1)$ gauge theory, we consider $(2+1)$-dimensional
gravity with the gravitational Chern-Simons term (CST). This formulation allows
the `exact' solution for the system coupled to a massive point particle (which
is not the case in the conventional Chern-Simons gravity). The solution
exhibits locally trivial structure even with the CST, although still shows
globally nontrivialness such as the conical space and the helical time
structure. Since the solution is exact, we can say the CST induces spin even
for noncritical case of $\s+\al m\ne 0$.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 07:26:17 GMT""}]","2009-10-28"
"hep-th/9506039","Henric Rhedin","Stephen Hwang and Henric Rhedin","States in the BRST cohomology for G/H WZNW models","2 pages, Talk presented by H.R. at ""STRINGS '95"", Los Angeles, March
  1995",,,"G\""oteborg ITP 95-07","hep-th",,"  WZNW models, especially gauged WZNW models, are important in the study of
conformal field theories. Karabali and Schnitzer initiated the study of the
BRST cohomology of a WZNW model gauged by an anomaly free vector sub-group and
results were given for abelian sub-groups. This result was generalized to
non-abelian sub-groups for a specific set of representations \cite{HR1}. The
subject of this talk is the analysis of arbitrary representations
\cite{HR2,Hw}.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 10:07:40 GMT""}]","2007-05-23"
"hep-th/9506040","Jean-Loup Gervais","Jean-Loup GERVAIS","THE NEW PHYSICS OF STRONGLY COUPLED 2D GRAVITY","9 pages Latex file, no figure, Talk given at Strings95, Los Angeles
  March 13-18",,,"LPTENS 95/25","hep-th",,"  The strong coupling physics of two dimensional gravity at $C=7$, $13$, $19$
is summarized. It is based on a new set of local fields which do not preserve
chirality. Thus this quantum number becomes ``deconfined'' in the strongly
coupled regime. This new set leads to a novel definition of the area elements,
and hence to a modified expression for the string suceptibility, which the real
part of the KPZ formula. It allows to define topological (strongly coupled )
Liouville string theories (without transverse degree of freedom) which are
completely solvable, and are natural extensions of the standard matrix models.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 10:10:03 GMT""}]","2007-05-23"
"hep-th/9506041","J. Mourad","J.Madore and J.Mourad","ON THE ORIGIN OF KALUZA-KLEIN STRUCTURE","11 pages, plain tex","Phys.Lett. B359 (1995) 43-48","10.1016/0370-2693(95)01039-S","LMPM-95-27","hep-th",,"  It is suggested that quantum fluctuations of the light cone are at the origin
of what appears at low energy to be a higher-dimensional structure over
space-time. A model is presented which has but a finite number of Yang-Mills
fields although the supplementary algebraic structure is of infinite dimension.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 13:33:39 GMT""}]","2009-10-28"
"hep-th/9506042",,"J.S.Dowker","Robin conditions on the Euclidean ball","36p,JyTex, misprints corrected and a section on the massive case
  added","Class.Quant.Grav. 13 (1996) 585-610","10.1088/0264-9381/13/4/003","MUTP/95/7","hep-th gr-qc",,"  Techniques are presented for calculating directly the scalar functional
determinant on the Euclidean d-ball. General formulae are given for Dirichlet
and Robin boundary conditions. The method involves a large mass asymptotic
limit which is carried out in detail for d=2 and d=4 incidentally producing
some specific summations and identities. Extensive use is made of the
Watson-Kober summation formula.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 14:29:20 GMT""},{""version"":""v2"",""created"":""Thu, 20 Jul 1995 11:49:59 GMT""}]","2016-09-06"
"nucl-th/9506004","Attila Csoto","B. A. Brown, A. Csoto, R. Sherr","Coulomb displacement energy and the low-energy astrophysical S factor
  for the Be7(p,gamma)B8 reaction","Latex with Revtex, 26 pages, 8 figures are added in a uuencoded
  tar-compressed file","Nucl.Phys.A597:66-84,1996","10.1016/0375-9474(95)00417-3",,"nucl-th astro-ph",,"  The relationship between the Coulomb displacement energy for the A=8, J=2+,
T=1 state and the low-energy astrophysical S factor for the Be7(p,gamma)B8
reaction is discussed. The displacement energy is interpreted in a
particle-hole model. The dependence of the particle displacement energy on the
potential well geometry is investigated and is used to relate the particle
displacement energy to the rms radius and the asymptotic normalization of the
valence proton wave function in B8. The asymptotic normalization is used to
calculate the astrophysical S factor for the Be7(p,gamma)B8 reaction. The
relationship to the Li7(n,gamma) reaction, the B8 quadrupole moment, radial
density, and break-up momentum distribution are also discussed.
","[{""version"":""v1"",""created"":""Tue, 6 Jun 1995 19:01:07 GMT""},{""version"":""v2"",""created"":""Tue, 20 Jun 1995 18:07:24 GMT""}]","2008-11-26"
"q-alg/9506005","Pavel Etingof","Pavel Etingof and David Kazhdan","Quantization of Lie bialgebras, I","40 pages, amstex. The new version contains several changes throughout
  the paper suggested by the referee of Selecta Math. In particular, Chapter 10
  (functoriality of quantization) is completely rewritten to make the
  exposition more clear and precise; the May 2016 version points out an error
  in the proof of Prop. 9.7 found by A. Brochier, and gives a reference to a
  corrected proof in his paper",,,,"q-alg math.QA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In the paper ""On some unsolved problems in quantum group theory"", V.Drinfeld
formulated the problem of the existence of a universal quantization for Lie
bialgebras. When the paper ""Tensor structures arising from affine Lie algebras,
III"", by Kazhdan and Lusztig, appeared, Drinfeld asked whether its methods
could be useful for the problem of universal quantization of Lie bialgebras. In
this paper we use these methods to construct the universal quantization, which
gives a positive answer to Drinfeld's question. We also show the existence of
universal quantization of classical r-matrices, unitary r-matrices, and
quasitriangular Lie bialgebras, which answers the corresponding questions of
Drinfeld.
","[{""version"":""v1"",""created"":""Tue, 6 Jun 1995 16:13:39 GMT""},{""version"":""v2"",""created"":""Tue, 25 Jul 1995 00:28:26 GMT""},{""version"":""v3"",""created"":""Sat, 21 Oct 1995 01:14:14 GMT""},{""version"":""v4"",""created"":""Fri, 15 Mar 1996 18:45:58 GMT""},{""version"":""v5"",""created"":""Mon, 30 May 2016 12:02:28 GMT""}]","2016-05-31"
"quant-ph/9506005","Marc Jaekel","Marc-Thierry Jaekel (Laboratoire de Physique Th\'eorique de l'Ecole
  Normale Sup\'erieure) and Serge Reynaud (Laboratoire Kastler-Brossel)","Mechanical Effects of Radiation Pressure Quantum Fluctuations","13 pages","Electron Theory and Quantum Electrodynamics: 100 Years Later, Ed.
  J.P.Dowling, Plenum Press, New York (1997) 65",,"LPTENS 95/5","quant-ph",,"  As revealed by space-time probing, mechanics and field theory come out as
complementary descriptions for motions in space-time. In particular, quantum
fields exert a radiation pressure on scatterers which results in mechanical
effects that persist in vacuum. They include mean forces due to quantum field
fluctuations, like Casimir forces, but also fluctuations of these forces and
additional forces linked to motion. As in classical electron theory, a moving
scatterer is submitted to a radiation reaction force which modifies its
motional response to an applied force. We briefly survey the mechanical effects
of quantum field fluctuations and discuss the consequences for stability of
motion in vacuum and for position fluctuations.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 14:30:40 GMT""}]","2007-05-23"
"quant-ph/9506006","Marc Jaekel","Marc-Thierry Jaekel (Laboratoire de Physique Th\'eorique de l'Ecole
  Normale Sup\'erieure) and Serge Reynaud (Laboratoire Kastler-Brossel)","Quantum Fluctuations and Inertia","11 pages","Electron Theory and Quantum Electrodynamics: 100 Years Later, Ed.
  J.P.Dowling, Plenum Press, New York (1997) 55",,"LPTENS 95/4","quant-ph",,"  Vacuum field fluctuations exert a radiation pressure which induces mechanical
effects on scatterers. The question naturally arises whether the energy of
vacuum fluctuations gives rise to inertia and gravitation in agreement with the
general principles of mechanics. As a new approach to this question, we discuss
the mechanical effects of quantum field fluctuations on two mirrors building a
Fabry-Perot cavity. We first put into evidence that the energy related to
Casimir forces is an energy stored on field fluctuations as a result of
scattering time delays. We then discuss the forces felt by the mirrors when
they move within vacuum field fluctuations, and show that energy stored on
vacuum fluctuations contributes to inertia in conformity with the law of
inertia of energy. As a further consequence, inertial masses exhibit quantum
fluctuations with characteristic spectra in vacuum.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 14:58:17 GMT""}]","2007-05-23"
"quant-ph/9506007","Marc Jaekel","Marc-Thierry Jaekel (Laboratoire de Physique Th\'eorique de l'Ecole
  Normale Sup\'erieure) and Serge Reynaud (Laboratoire Kastler-Brossel)","Quantum Limits in Space-Time Measurements","11 pages, to appear in Quantum and Semiclassical Optics","Quantum Semiclass. Opt. 7 (1995) 639","10.1088/1355-5111/7/4/018","LPTENS 95/13","quant-ph",,"  Quantum fluctuations impose fundamental limits on measurement and space-time
probing. Although using optimised probe fields can allow to push sensitivity in
a position measurement beyond the ""standard quantum limit"", quantum
fluctuations of the probe field still result in limitations which are
determined by irreducible dissipation mechanisms. Fluctuation-dissipation
relations in vacuum characterise the mechanical effects of radiation pressure
vacuum fluctuations, which lead to an ultimate quantum noise for positions. For
macroscopic reflectors, the quantum noise on positions is dominated by
gravitational vacuum fluctuations, and takes a universal form deduced from
quantum fluctuations of space-time curvatures in vacuum. These can be
considered as ultimate space-time fluctuations, fixing ultimate quantum limits
in space-time measurements.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 15:25:37 GMT""}]","2009-10-28"
"solv-int/9506001","Hikami Kazuhiro","Kazuhiro Hikami","Separation of Variables in BC-type Gaudin Magnet","11 pages, macros from ftp.ioppublishing.com",,"10.1088/0305-4470/28/14/023",,"solv-int nlin.SI",,"  The integrable system is introduced based on the Poisson $ rs $-matrix
structure. This is a generalization of the Gaudin magnet, and in SL(2) case
isomorphic to the generalized Neumann model. The separation of variables is
discussed for both classical and quantum case.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 11:29:16 GMT""}]","2016-09-08"
